,State,City,Population,Total_law_enforcement_employees,Total_crime,employees_perCapita,crime_perCapita
2556,NEW HAMPSHIRE,Bradford,1748.0,4,18.0,0.002288329519450801,0.010297482837528604
2557,NEW HAMPSHIRE,Brentwood,4682.0,2,16.0,0.00042716787697565144,0.0034173430158052115
2558,NEW HAMPSHIRE,Bristol,3168.0,10,37.0,0.0031565656565656565,0.01167929292929293
2559,NEW HAMPSHIRE,Brookline,5547.0,10,11.0,0.0018027762754642149,0.0019830539030106366
2560,NEW HAMPSHIRE,Campton,3335.0,7,36.0,0.002098950524737631,0.010794602698650674
2561,NEW HAMPSHIRE,Canaan,3914.0,6,17.0,0.0015329586101175269,0.004343382728666326
2562,NEW HAMPSHIRE,Candia,4016.0,8,25.0,0.00199203187250996,0.006225099601593625
2563,NEW HAMPSHIRE,Canterbury,2510.0,3,13.0,0.001195219123505976,0.0051792828685258965
2565,NEW HAMPSHIRE,Center Harbor,1112.0,4,7.0,0.0035971223021582736,0.006294964028776978
2566,NEW HAMPSHIRE,Charlestown,5023.0,9,22.0,0.0017917579135974518,0.00437985267768266
2567,NEW HAMPSHIRE,Chester,5399.0,9,32.0,0.0016669753658084831,0.0059270235228746065
2568,NEW HAMPSHIRE,Chesterfield,3648.0,6,47.0,0.001644736842105263,0.012883771929824562
2569,NEW HAMPSHIRE,Chichester,2750.0,5,24.0,0.0018181818181818182,0.008727272727272728
2570,NEW HAMPSHIRE,Colebrook,2118.0,4,26.0,0.0018885741265344666,0.012275731822474031
2571,NEW HAMPSHIRE,Concord,44053.0,97,800.0,0.0022018931741311604,0.01815994370417452
2572,NEW HAMPSHIRE,Conway,10364.0,32,205.0,0.0030876109610189118,0.019780007719027402
2573,NEW HAMPSHIRE,Deerfield,4652.0,9,21.0,0.001934651762682717,0.0045141874462596735
2574,NEW HAMPSHIRE,Deering,1974.0,2,9.0,0.0010131712259371835,0.004559270516717325
2575,NEW HAMPSHIRE,Derry,33892.0,67,285.0,0.001976867697391715,0.00840906408591998
2576,NEW HAMPSHIRE,Dublin,1552.0,3,9.0,0.0019329896907216496,0.005798969072164949
2577,NEW HAMPSHIRE,Dunbarton,2934.0,6,10.0,0.002044989775051125,0.0034083162917518746
2578,NEW HAMPSHIRE,Durham,16848.0,22,60.0,0.0013057929724596391,0.0035612535612535613
2579,NEW HAMPSHIRE,East Kingston,2446.0,6,2.0,0.0024529844644317253,0.0008176614881439084
2580,NEW HAMPSHIRE,Enfield,4563.0,7,9.0,0.0015340784571553803,0.0019723865877712033
2581,NEW HAMPSHIRE,Epping,7233.0,16,93.0,0.002212083506152357,0.012857735379510576
2582,NEW HAMPSHIRE,Epsom,4848.0,7,28.0,0.0014438943894389438,0.005775577557755775
2583,NEW HAMPSHIRE,Exeter,15596.0,32,108.0,0.0020518081559374197,0.006924852526288792
2584,NEW HAMPSHIRE,Farmington,7058.0,12,94.0,0.001700198356474922,0.013318220459053556
2585,NEW HAMPSHIRE,Fitzwilliam,2373.0,4,9.0,0.001685630004214075,0.0037926675094816687
2586,NEW HAMPSHIRE,Franconia,1117.0,4,14.0,0.0035810205908683975,0.012533572068039392
2587,NEW HAMPSHIRE,Franklin,8782.0,25,120.0,0.0028467319517194263,0.013664313368253245
2588,NEW HAMPSHIRE,Freedom,1603.0,2,11.0,0.0012476606363069245,0.006862133499688085
2589,NEW HAMPSHIRE,Fremont,4847.0,7,18.0,0.0014441922838869404,0.003713637301423561
2590,NEW HAMPSHIRE,Gilford,7391.0,24,102.0,0.0032471925314571776,0.013800568258693005
2591,NEW HAMPSHIRE,Gilmanton,3850.0,6,28.0,0.0015584415584415584,0.007272727272727273
2592,NEW HAMPSHIRE,Goffstown,18184.0,45,142.0,0.0024747030356357235,0.007809062912450506
2593,NEW HAMPSHIRE,Gorham,2569.0,10,66.0,0.003892565200467108,0.025690930323082912
2594,NEW HAMPSHIRE,Grantham,2953.0,6,13.0,0.002031832035218422,0.0044023027429732475
2595,NEW HAMPSHIRE,Greenland,4228.0,10,15.0,0.0023651844843897824,0.003547776726584674
2596,NEW HAMPSHIRE,Greenville,2111.0,3,3.0,0.0014211274277593558,0.0014211274277593558
2597,NEW HAMPSHIRE,Hampstead,8733.0,9,42.0,0.0010305736860185502,0.0048093438680865686
2598,NEW HAMPSHIRE,Hampton,16206.0,42,160.0,0.00259163272861903,0.009872886585215353
2599,NEW HAMPSHIRE,Hampton Falls,2459.0,5,16.0,0.0020333468889792597,0.0065067100447336315
2600,NEW HAMPSHIRE,Hancock,1650.0,2,5.0,0.0012121212121212121,0.0030303030303030303
2601,NEW HAMPSHIRE,Hanover,11586.0,28,69.0,0.002416709822199206,0.005955463490419472
2602,NEW HAMPSHIRE,Harrisville,953.0,1,3.0,0.001049317943336831,0.0031479538300104933
2603,NEW HAMPSHIRE,Haverhill,4542.0,7,39.0,0.0015411712901805372,0.008586525759577279
2604,NEW HAMPSHIRE,Hebron,635.0,1,2.0,0.0015748031496062992,0.0031496062992125984
2605,NEW HAMPSHIRE,Henniker,5024.0,9,29.0,0.0017914012738853504,0.005772292993630573
2606,NEW HAMPSHIRE,Hinsdale,3894.0,7,80.0,0.0017976373908577298,0.02054442732408834
2607,NEW HAMPSHIRE,Holderness,2133.0,6,14.0,0.0028129395218002813,0.006563525550867323
2608,NEW HAMPSHIRE,Hollis,8166.0,18,27.0,0.002204261572373255,0.0033063923585598823
2609,NEW HAMPSHIRE,Hooksett,14834.0,41,173.0,0.00276392072266415,0.011662397195631656
2610,NEW HAMPSHIRE,Hopkinton,5852.0,5,37.0,0.0008544087491455912,0.0063226247436773755
2611,NEW HAMPSHIRE,Hudson,25736.0,67,222.0,0.0026033571650606155,0.008626049114081442
2612,NEW HAMPSHIRE,Jackson,869.0,4,10.0,0.004602991944764097,0.011507479861910242
2613,NEW HAMPSHIRE,Jaffrey,5271.0,11,29.0,0.0020868905331056726,0.005501802314551318
2614,NEW HAMPSHIRE,Keene,22619.0,49,416.0,0.0021663203501481056,0.018391617666563508
2615,NEW HAMPSHIRE,Kensington,2116.0,7,3.0,0.0033081285444234404,0.0014177693761814746
2616,NEW HAMPSHIRE,Kingston,6549.0,7,15.0,0.0010688654756451366,0.0022904260192395786
2617,NEW HAMPSHIRE,Laconia,16929.0,54,444.0,0.003189792663476874,0.026227184121920964
2618,NEW HAMPSHIRE,Lancaster,3209.0,6,26.0,0.001869741352446245,0.008102212527267061
2619,NEW HAMPSHIRE,Lebanon,13877.0,44,282.0,0.00317071413129639,0.02032139511421777
2620,NEW HAMPSHIRE,Lee,4684.0,10,22.0,0.002134927412467976,0.004696840307429547
2622,NEW HAMPSHIRE,Litchfield,8696.0,15,18.0,0.0017249310027598896,0.0020699172033118675
2623,NEW HAMPSHIRE,Littleton,5898.0,16,96.0,0.0027127839945744322,0.01627670396744659
2624,NEW HAMPSHIRE,Loudon,5740.0,7,31.0,0.0012195121951219512,0.0054006968641114985
2625,NEW HAMPSHIRE,Madison,2646.0,4,17.0,0.0015117157974300832,0.006424792139077854
2626,NEW HAMPSHIRE,Manchester,112844.0,269,3095.0,0.0023838219134380205,0.02742724469178689
2627,NEW HAMPSHIRE,Marlborough,2089.0,2,19.0,0.0009573958831977022,0.009095260890378171
2628,NEW HAMPSHIRE,Mason,1438.0,2,9.0,0.0013908205841446453,0.006258692628650904
2629,NEW HAMPSHIRE,Meredith,6579.0,17,63.0,0.002583979328165375,0.009575923392612859
2630,NEW HAMPSHIRE,Merrimack,27656.0,52,157.0,0.0018802429852473243,0.005676887474689037
2631,NEW HAMPSHIRE,Middleton,1859.0,4,11.0,0.002151694459386767,0.005917159763313609
2632,NEW HAMPSHIRE,Milford,16662.0,30,83.0,0.0018005041411595247,0.004981394790541351
2633,NEW HAMPSHIRE,Milton,4676.0,7,38.0,0.0014970059880239522,0.008126603934987169
2634,NEW HAMPSHIRE,Mont Vernon,2749.0,4,12.0,0.0014550745725718443,0.0043652237177155325
2635,NEW HAMPSHIRE,Moultonborough,4227.0,9,28.0,0.0021291696238466998,0.006624083274189733
2636,NEW HAMPSHIRE,Nashua,89431.0,229,1111.0,0.0025606333374333283,0.012422985318290078
2637,NEW HAMPSHIRE,New Boston,6006.0,8,13.0,0.001332001332001332,0.0021645021645021645
2638,NEW HAMPSHIRE,Newbury,2263.0,5,8.0,0.002209456473707468,0.003535130357931949
2639,NEW HAMPSHIRE,New Durham,2771.0,5,21.0,0.001804402742692169,0.007578491519307109
2640,NEW HAMPSHIRE,Newfields,1760.0,2,26.0,0.0011363636363636363,0.014772727272727272
2641,NEW HAMPSHIRE,New Hampton,2270.0,5,21.0,0.0022026431718061676,0.009251101321585903
2643,NEW HAMPSHIRE,New Ipswich,5462.0,5,28.0,0.0009154155986818016,0.005126327352618088
2644,NEW HAMPSHIRE,New London,4257.0,14,38.0,0.003288700963119568,0.008926474042753112
2645,NEW HAMPSHIRE,Newmarket,9349.0,20,39.0,0.002139266231682533,0.004171569151780939
2646,NEW HAMPSHIRE,Newton,5030.0,8,11.0,0.0015904572564612327,0.002186878727634195
2647,NEW HAMPSHIRE,Northfield,4995.0,9,56.0,0.0018018018018018018,0.01121121121121121
2648,NEW HAMPSHIRE,Northumberland,2101.0,4,35.0,0.0019038553069966682,0.016658733936220846
2649,NEW HAMPSHIRE,Northwood,4385.0,8,19.0,0.0018244013683010262,0.004332953249714938
2650,NEW HAMPSHIRE,Nottingham,5281.0,9,19.0,0.0017042226850975193,0.0035978034463169852
2651,NEW HAMPSHIRE,Orford,1323.0,1,14.0,0.0007558578987150416,0.010582010582010581
2652,NEW HAMPSHIRE,Ossipee,4387.0,9,54.0,0.0020515158422612263,0.012309095053567358
2653,NEW HAMPSHIRE,Pelham,14453.0,31,92.0,0.002144883415207915,0.006365460458036393
2654,NEW HAMPSHIRE,Pembroke,7265.0,12,56.0,0.0016517549896765313,0.007708189951823813
2655,NEW HAMPSHIRE,Peterborough,6792.0,14,67.0,0.002061248527679623,0.009864546525323911
2656,NEW HAMPSHIRE,Pittsfield,4146.0,7,41.0,0.001688374336710082,0.009889049686444766
2657,NEW HAMPSHIRE,Plainfield,2425.0,3,20.0,0.0012371134020618556,0.008247422680412371
2658,NEW HAMPSHIRE,Plaistow,7847.0,22,39.0,0.0028036192175353637,0.004970052249267236
2659,NEW HAMPSHIRE,Plymouth,6911.0,18,119.0,0.0026045434814064533,0.01721892634929822
2660,NEW HAMPSHIRE,Portsmouth,21913.0,84,380.0,0.00383334093916853,0.01734130424861954
2661,NEW HAMPSHIRE,Raymond,10752.0,25,94.0,0.0023251488095238095,0.008742559523809524
2662,NEW HAMPSHIRE,Rollinsford,2615.0,5,18.0,0.0019120458891013384,0.006883365200764819
2663,NEW HAMPSHIRE,Rumney,1585.0,1,30.0,0.0006309148264984228,0.01892744479495268
2664,NEW HAMPSHIRE,Rye,5566.0,11,25.0,0.001976284584980237,0.0044915558749550845
2665,NEW HAMPSHIRE,Salem,31231.0,79,352.0,0.00252953795907912,0.011270852678428485
2666,NEW HAMPSHIRE,Sanbornton,3055.0,7,13.0,0.0022913256955810145,0.00425531914893617
2667,NEW HAMPSHIRE,Sandown,6693.0,9,22.0,0.001344688480502017,0.0032870162856715973
2668,NEW HAMPSHIRE,Sandwich,1371.0,2,10.0,0.0014587892049598833,0.007293946024799417
2669,NEW HAMPSHIRE,Seabrook,8974.0,34,209.0,0.003788722977490528,0.023289503008691776
2670,NEW HAMPSHIRE,Somersworth,12498.0,32,325.0,0.0025604096655464873,0.026004160665706513
2671,NEW HAMPSHIRE,South Hampton,835.0,3,3.0,0.003592814371257485,0.003592814371257485
2672,NEW HAMPSHIRE,Springfield,1351.0,2,2.0,0.0014803849000740192,0.0014803849000740192
2673,NEW HAMPSHIRE,Strafford,4314.0,5,9.0,0.0011590171534538712,0.002086230876216968
2674,NEW HAMPSHIRE,Stratham,7707.0,12,24.0,0.001557026080186843,0.003114052160373686
2675,NEW HAMPSHIRE,Sunapee,3519.0,6,24.0,0.0017050298380221654,0.0068201193520886615
2676,NEW HAMPSHIRE,Swanzey,7275.0,11,30.0,0.0015120274914089348,0.004123711340206186
2677,NEW HAMPSHIRE,Tamworth,3117.0,2,18.0,0.0006416426050689766,0.005774783445620789
2678,NEW HAMPSHIRE,Thornton,2559.0,6,16.0,0.0023446658851113715,0.0062524423602969914
2679,NEW HAMPSHIRE,Tilton,3602.0,18,172.0,0.004997223764575236,0.04775124930594114
2680,NEW HAMPSHIRE,Troy,2114.0,2,20.0,0.000946073793755913,0.00946073793755913
2681,NEW HAMPSHIRE,Tuftonboro,2443.0,4,22.0,0.001637331150225133,0.009005321326238231
2682,NEW HAMPSHIRE,Wakefield,5812.0,13,60.0,0.002236751548520303,0.01032346868547832
2683,NEW HAMPSHIRE,Walpole,4064.0,5,8.0,0.0012303149606299212,0.001968503937007874
2684,NEW HAMPSHIRE,Warner,2964.0,3,36.0,0.0010121457489878543,0.012145748987854251
2685,NEW HAMPSHIRE,Warren,952.0,1,0.0,0.0010504201680672268,0.0
2686,NEW HAMPSHIRE,Washington,1102.0,1,5.0,0.0009074410163339383,0.004537205081669692
2688,NEW HAMPSHIRE,Weare,9130.0,13,26.0,0.0014238773274917853,0.0028477546549835705
2689,NEW HAMPSHIRE,Whitefield,2186.0,7,7.0,0.003202195791399817,0.003202195791399817
2690,NEW HAMPSHIRE,Wilmot,1412.0,1,2.0,0.000708215297450425,0.00141643059490085
2691,NEW HAMPSHIRE,Winchester,4205.0,5,38.0,0.0011890606420927466,0.009036860879904875
2692,NEW HAMPSHIRE,Windham,15191.0,28,59.0,0.001843196629583306,0.003883878612336252
2693,NEW HAMPSHIRE,Wolfeboro,6467.0,20,39.0,0.003092624091541673,0.006030616978506263
2694,NEW HAMPSHIRE,Woodstock,1373.0,3,19.0,0.0021849963583394027,0.013838310269482883
2695,NORTH CAROLINA,Aberdeen,8576.0,30,227.0,0.003498134328358209,0.026469216417910446
2696,NORTH CAROLINA,Ahoskie,4653.0,19,162.0,0.004083387062110466,0.03481624758220503
2698,NORTH CAROLINA,Angier,5610.0,15,238.0,0.00267379679144385,0.04242424242424243
2699,NORTH CAROLINA,Apex,67878.0,111,635.0,0.0016352868381508,0.009355019299331153
2700,NORTH CAROLINA,Archdale,11572.0,33,218.0,0.0028517110266159697,0.018838575872796404
2701,NORTH CAROLINA,Asheboro,26082.0,91,980.0,0.003488996242619431,0.03757380568974772
2704,NORTH CAROLINA,Ayden,5174.0,20,95.0,0.003865481252415926,0.018361035948975646
2705,NORTH CAROLINA,Beaufort,4522.0,19,79.0,0.004201680672268907,0.01747014595311809
2706,NORTH CAROLINA,Belhaven,1572.0,7,23.0,0.004452926208651399,0.014631043256997456
2707,NORTH CAROLINA,Benson,4101.0,16,201.0,0.003901487442087296,0.04901243599122165
2708,NORTH CAROLINA,Bessemer City,5677.0,13,132.0,0.002289941870706359,0.023251717456403028
2709,NORTH CAROLINA,Beulaville,1295.0,6,50.0,0.004633204633204633,0.03861003861003861
2712,NORTH CAROLINA,Black Mountain,8297.0,23,181.0,0.0027720862962516573,0.02181511389658913
2714,NORTH CAROLINA,Boone,20321.0,38,311.0,0.0018699867132523007,0.015304364942670144
2715,NORTH CAROLINA,Brevard,7922.0,27,113.0,0.003408230244887655,0.014264074728603887
2716,NORTH CAROLINA,Broadway,1304.0,4,27.0,0.003067484662576687,0.020705521472392636
2718,NORTH CAROLINA,Burgaw,4154.0,15,70.0,0.0036109773712084737,0.016851227732306212
2720,NORTH CAROLINA,Butner,7902.0,38,171.0,0.00480890913692736,0.02164009111617312
2721,NORTH CAROLINA,Cape Carteret,2068.0,7,23.0,0.0033849129593810446,0.011121856866537718
2722,NORTH CAROLINA,Carolina Beach,6437.0,27,156.0,0.004194500543731552,0.024234892030448967
2723,NORTH CAROLINA,Carrboro,21413.0,34,480.0,0.0015878204828842291,0.022416289170130294
2724,NORTH CAROLINA,Carthage,2626.0,11,81.0,0.004188880426504189,0.030845392231530846
2725,NORTH CAROLINA,Cary,177735.0,216,1840.0,0.0012152924297409065,0.010352491068163277
2726,NORTH CAROLINA,Chadbourn,1686.0,8,73.0,0.004744958481613286,0.04329774614472123
2727,NORTH CAROLINA,Chapel Hill,64388.0,105,1347.0,0.0016307386469528483,0.02092004721376654
2728,NORTH CAROLINA,Cherryville,6180.0,19,168.0,0.0030744336569579287,0.027184466019417475
2729,NORTH CAROLINA,China Grove,4256.0,12,59.0,0.002819548872180451,0.013862781954887217
2730,NORTH CAROLINA,Clayton,27775.0,55,534.0,0.0019801980198019802,0.019225922592259227
2732,NORTH CAROLINA,Coats,2563.0,7,104.0,0.0027311744049941474,0.04057744830277019
2734,NORTH CAROLINA,Concord,100631.0,214,1285.0,0.002126581272172591,0.012769424928699903
2735,NORTH CAROLINA,Conover,8601.0,29,367.0,0.0033717009650040693,0.04266945703987909
2736,NORTH CAROLINA,Cooleemee,983.0,1,27.0,0.001017293997965412,0.027466937945066123
2737,NORTH CAROLINA,Cornelius,31453.0,73,394.0,0.0023209232823578037,0.012526627030807872
2738,NORTH CAROLINA,Creedmoor,4670.0,20,51.0,0.004282655246252677,0.010920770877944325
2739,NORTH CAROLINA,Dallas,4891.0,17,142.0,0.0034757718258024944,0.02903291760376201
2740,NORTH CAROLINA,Davidson,13457.0,27,91.0,0.0020063907260161997,0.006762279854350895
2742,NORTH CAROLINA,Drexel,1859.0,5,0.0,0.0026896180742334587,0.0
2745,NORTH CAROLINA,Durham,291962.0,634,11834.0,0.0021715154711914562,0.04053267206006261
2746,NORTH CAROLINA,East Spencer,1557.0,7,32.0,0.00449582530507386,0.020552344251766216
2747,NORTH CAROLINA,Eden,14786.0,49,430.0,0.003313945624239145,0.029081563641282292
2748,NORTH CAROLINA,Edenton,4528.0,16,121.0,0.0035335689045936395,0.0267226148409894
2749,NORTH CAROLINA,Elizabeth City,17948.0,67,512.0,0.0037330064631156674,0.028526855359928684
2750,NORTH CAROLINA,Elizabethtown,3353.0,15,154.0,0.0044736057262153295,0.04592901878914405
2752,NORTH CAROLINA,Elon,12521.0,21,61.0,0.0016771823336794187,0.004871815350211644
2754,NORTH CAROLINA,Enfield,2234.0,8,85.0,0.0035810205908683975,0.03804834377797672
2755,NORTH CAROLINA,Erwin,5270.0,12,128.0,0.0022770398481973433,0.02428842504743833
2756,NORTH CAROLINA,Fair Bluff,872.0,3,12.0,0.0034403669724770644,0.013761467889908258
2757,NORTH CAROLINA,Fairmont,2568.0,9,110.0,0.0035046728971962616,0.042834890965732085
2758,NORTH CAROLINA,Farmville,4756.0,22,146.0,0.004625735912531539,0.030698065601345668
2759,NORTH CAROLINA,Fayetteville,212047.0,521,8084.0,0.002457002457002457,0.038123623536291486
2760,NORTH CAROLINA,Fletcher,8573.0,17,167.0,0.00198296978887204,0.019479762043625334
2762,NORTH CAROLINA,Four Oaks,2436.0,8,41.0,0.003284072249589491,0.01683087027914614
2764,NORTH CAROLINA,Franklinton,2344.0,10,31.0,0.004266211604095563,0.013225255972696246
2765,NORTH CAROLINA,Fuquay-Varina,34018.0,58,337.0,0.0017049797166206126,0.009906520077605974
2766,NORTH CAROLINA,Garner,32889.0,82,1160.0,0.0024932348201526346,0.035270151114354345
2767,NORTH CAROLINA,Gastonia,78260.0,185,3807.0,0.002363915154612829,0.04864554050600562
2768,NORTH CAROLINA,Gibsonville,7492.0,22,112.0,0.0029364655632674853,0.014949279231179925
2770,NORTH CAROLINA,Graham,15919.0,42,480.0,0.0026383566806960235,0.03015264777938313
2771,NORTH CAROLINA,Granite Falls,4652.0,15,176.0,0.0032244196044711954,0.037833190025795355
2772,NORTH CAROLINA,Greensboro,300865.0,774,13219.0,0.0025725823874495207,0.04393664932777159
2773,NORTH CAROLINA,Greenville,95815.0,223,2502.0,0.0023274017638156867,0.026112821583259407
2774,NORTH CAROLINA,Grifton,2717.0,6,23.0,0.002208317997791682,0.008465218991534781
2775,NORTH CAROLINA,Havelock,19450.0,36,399.0,0.0018508997429305912,0.02051413881748072
2776,NORTH CAROLINA,Haw River,2558.0,9,62.0,0.003518373729476153,0.024237685691946835
2781,NORTH CAROLINA,High Point,114492.0,274,3769.0,0.002393180309541278,0.032919330608252105
2782,NORTH CAROLINA,Hillsborough,7291.0,32,357.0,0.004388972706075984,0.048964476752160195
2784,NORTH CAROLINA,Holly Ridge,3365.0,13,33.0,0.003863298662704309,0.009806835066864784
2785,NORTH CAROLINA,Holly Springs,41798.0,86,452.0,0.0020575147136226613,0.010813914541365616
2786,NORTH CAROLINA,Hope Mills,15914.0,41,742.0,0.002576347869800176,0.04662561266809099
2787,NORTH CAROLINA,Hudson,3696.0,14,96.0,0.003787878787878788,0.025974025974025976
2788,NORTH CAROLINA,Huntersville,60450.0,102,833.0,0.0016873449131513648,0.013779983457402813
2790,NORTH CAROLINA,Jacksonville,76130.0,152,1665.0,0.0019965847891764087,0.021870484697228423
2791,NORTH CAROLINA,Jefferson,1528.0,6,19.0,0.003926701570680628,0.012434554973821989
2792,NORTH CAROLINA,Jonesville,2198.0,10,103.0,0.004549590536851683,0.04686078252957234
2793,NORTH CAROLINA,Kannapolis,53044.0,105,1359.0,0.001979488726340397,0.02562023980091999
2794,NORTH CAROLINA,Kenansville,849.0,3,9.0,0.0035335689045936395,0.01060070671378092
2795,NORTH CAROLINA,Kernersville,25074.0,84,950.0,0.0033500837520938024,0.03788785195820372
2796,NORTH CAROLINA,Kill Devil Hills,7488.0,33,223.0,0.004407051282051282,0.029780982905982904
2797,NORTH CAROLINA,King,6916.0,27,153.0,0.003903990746096009,0.022122614227877386
2798,NORTH CAROLINA,Kings Mountain,11162.0,41,313.0,0.003673176850026877,0.028041569611180792
2800,NORTH CAROLINA,Kitty Hawk,3632.0,16,79.0,0.004405286343612335,0.021751101321585902
2801,NORTH CAROLINA,Knightdale,18970.0,35,445.0,0.0018450184501845018,0.02345809172377438
2803,NORTH CAROLINA,Lenoir,17881.0,69,748.0,0.003858844583636262,0.04183211229796991
2804,NORTH CAROLINA,Lexington,19162.0,66,695.0,0.003444316877152698,0.036269700448804926
2805,NORTH CAROLINA,Lillington,3680.0,13,85.0,0.003532608695652174,0.02309782608695652
2806,NORTH CAROLINA,Lincolnton,11641.0,34,568.0,0.0029207112790997337,0.04879305901554849
2807,NORTH CAROLINA,Long View,4959.0,17,150.0,0.0034281105061504335,0.030248033877797943
2808,NORTH CAROLINA,Louisburg,3722.0,17,107.0,0.0045674368619022035,0.02874798495432563
2809,NORTH CAROLINA,Lowell,3767.0,10,80.0,0.002654632333421821,0.02123705866737457
2815,NORTH CAROLINA,Marshville,2875.0,9,82.0,0.003130434782608696,0.028521739130434782
2816,NORTH CAROLINA,Matthews,34438.0,80,1110.0,0.0023230152738254253,0.03223183692432778
2819,NORTH CAROLINA,Mebane,17365.0,38,644.0,0.0021883098186006333,0.03708609271523179
2820,NORTH CAROLINA,Mint Hill,28701.0,39,344.0,0.0013588376711612836,0.011985645099473885
2821,NORTH CAROLINA,Monroe,35948.0,100,1588.0,0.002781795927450762,0.0441749193279181
2822,NORTH CAROLINA,Mooresville,40560.0,108,1114.0,0.0026627218934911242,0.027465483234714004
