,State,City,Population,Total_law_enforcement_employees,Total_crime,employees_perCapita,crime_perCapita
2208,MINNESOTA,Robbinsdale,14213.0,29,366.0,0.0020403855625131923,0.02575107296137339
2209,MINNESOTA,Rochester,121225.0,211,2709.0,0.0017405650649618479,0.022346875644462777
2210,MINNESOTA,Rogers,13889.0,25,309.0,0.0017999856001151991,0.02224782201742386
2211,MINNESOTA,Roseau,2662.0,6,50.0,0.002253944402704733,0.018782870022539443
2212,MINNESOTA,Rosemount,26218.0,32,206.0,0.0012205355099549928,0.007857197345335265
2214,MINNESOTA,Rushford,1692.0,3,0.0,0.0017730496453900709,0.0
2215,MINNESOTA,Sartell,19398.0,24,341.0,0.0012372409526755336,0.017579131869264873
2216,MINNESOTA,Sauk Centre,4556.0,9,80.0,0.001975417032484636,0.01755926251097454
2217,MINNESOTA,Sauk Rapids,14489.0,18,264.0,0.0012423217613361862,0.01822071916626406
2218,MINNESOTA,Savage,33510.0,43,432.0,0.0012831990450611758,0.01289167412712623
2219,MINNESOTA,Shakopee,43641.0,60,975.0,0.001374853921770812,0.022341376228775692
2220,MINNESOTA,Silver Bay,1739.0,4,15.0,0.0023001725129384704,0.008625646923519264
2221,MINNESOTA,Sleepy Eye,3304.0,7,23.0,0.00211864406779661,0.0069612590799031475
2222,MINNESOTA,South Lake Minnetonka,12833.0,18,89.0,0.0014026338346450557,0.006935245071300554
2223,MINNESOTA,South St. Paul,19895.0,36,617.0,0.0018094998743402866,0.031012817290776578
2224,MINNESOTA,Springfield,1975.0,4,12.0,0.0020253164556962027,0.0060759493670886075
2225,MINNESOTA,Spring Grove,1255.0,3,29.0,0.002390438247011952,0.023107569721115537
2226,MINNESOTA,Spring Lake Park,6960.0,13,229.0,0.001867816091954023,0.03290229885057471
2227,MINNESOTA,St. Anthony,11490.0,23,461.0,0.002001740644038294,0.040121845082680595
2228,MINNESOTA,Staples,3074.0,8,39.0,0.002602472348731295,0.012687052700065062
2229,MINNESOTA,Starbuck,1264.0,4,5.0,0.0031645569620253164,0.003955696202531646
2230,MINNESOTA,St. Cloud,68756.0,140,2934.0,0.002036185932864041,0.0426726394787364
2231,MINNESOTA,St. Francis,8154.0,15,69.0,0.001839587932303164,0.008462104488594555
2232,MINNESOTA,Stillwater,19799.0,28,233.0,0.0014142128390322744,0.011768271124804284
2233,MINNESOTA,St. James,4336.0,8,59.0,0.0018450184501845018,0.0136070110701107
2234,MINNESOTA,St. Joseph,7864.0,13,51.0,0.0016531027466937945,0.006485249237029501
2235,MINNESOTA,St. Louis Park,49196.0,73,1561.0,0.001483860476461501,0.031730221969265796
2236,MINNESOTA,St. Paul,309957.0,760,14903.0,0.0024519530128372644,0.0480808628293602
2237,MINNESOTA,St. Paul Park,5359.0,8,75.0,0.0014928158238477329,0.013995148348572494
2238,MINNESOTA,St. Peter,12121.0,20,147.0,0.0016500288755053215,0.012127712234964111
2239,MINNESOTA,Thief River Falls,8693.0,18,161.0,0.002070631542620499,0.018520648797883354
2240,MINNESOTA,Tracy,2045.0,3,29.0,0.001466992665036675,0.014180929095354523
2241,MINNESOTA,Two Harbors,3486.0,9,9.0,0.0025817555938037868,0.0025817555938037868
2242,MINNESOTA,Virginia,8259.0,24,245.0,0.002905920813657828,0.029664608306090325
2243,MINNESOTA,Wabasha,2462.0,9,39.0,0.0036555645816409425,0.015840779853777416
2244,MINNESOTA,Wadena,4126.0,10,96.0,0.0024236548715462916,0.0232670867668444
2246,MINNESOTA,Walker,926.0,3,15.0,0.0032397408207343412,0.016198704103671708
2247,MINNESOTA,Walnut Grove,791.0,1,3.0,0.0012642225031605564,0.0037926675094816687
2248,MINNESOTA,Warroad,1792.0,5,16.0,0.0027901785714285715,0.008928571428571428
2249,MINNESOTA,Waseca,8779.0,19,153.0,0.0021642556099783572,0.01742795306982572
2250,MINNESOTA,Wayzata,6519.0,17,98.0,0.0026077619266758707,0.01503298051848443
2251,MINNESOTA,Wells,2141.0,5,4.0,0.002335357309668379,0.0018682858477347033
2252,MINNESOTA,West Concord,761.0,1,10.0,0.001314060446780552,0.013140604467805518
2253,MINNESOTA,West Hennepin,5955.0,11,36.0,0.0018471872376154492,0.006045340050377834
2255,MINNESOTA,Wheaton,1255.0,3,19.0,0.002390438247011952,0.015139442231075698
2256,MINNESOTA,White Bear Lake,25747.0,35,653.0,0.0013593816755350138,0.02536217811783897
2257,MINNESOTA,Willmar,19922.0,40,571.0,0.0020078305391024996,0.028661780945688185
2258,MINNESOTA,Windom,4380.0,11,72.0,0.002511415525114155,0.01643835616438356
2259,MINNESOTA,Winnebago,1324.0,3,4.0,0.0022658610271903325,0.0030211480362537764
2260,MINNESOTA,Winona,26446.0,41,689.0,0.0015503289722453302,0.026053089314073963
2261,MINNESOTA,Winsted,2220.0,4,8.0,0.0018018018018018018,0.0036036036036036037
2262,MINNESOTA,Winthrop,1315.0,3,4.0,0.0022813688212927757,0.003041825095057034
2263,MINNESOTA,Woodbury,75577.0,87,1517.0,0.0011511438665202376,0.020072244201278167
2264,MINNESOTA,Worthington,12983.0,34,160.0,0.0026188092120465224,0.012323808056689516
2265,MINNESOTA,Wyoming,8112.0,12,90.0,0.0014792899408284023,0.011094674556213017
2266,MINNESOTA,Zumbrota,3556.0,6,33.0,0.001687289088863892,0.009280089988751405
2267,MISSISSIPPI,Ackerman,1407.0,5,14.0,0.0035536602700781805,0.009950248756218905
2269,MISSISSIPPI,Bay Springs,1638.0,7,20.0,0.004273504273504274,0.01221001221001221
2270,MISSISSIPPI,Bay St. Louis,15188.0,28,330.0,0.0018435607058203845,0.021727679747168816
2272,MISSISSIPPI,Brandon,24639.0,42,136.0,0.0017046146353342263,0.005519704533463209
2273,MISSISSIPPI,Brookhaven,11798.0,41,432.0,0.003475165282251229,0.036616375656891
2274,MISSISSIPPI,Bruce,1784.0,6,10.0,0.0033632286995515697,0.005605381165919282
2276,MISSISSIPPI,Byram,11240.0,38,230.0,0.0033807829181494663,0.020462633451957295
2277,MISSISSIPPI,Calhoun City,1637.0,5,19.0,0.0030543677458766036,0.011606597434331093
2279,MISSISSIPPI,Clinton,23737.0,76,333.0,0.003201752538231453,0.01402873151619834
2280,MISSISSIPPI,Corinth,14421.0,43,610.0,0.002981762707163165,0.0422994244504542
2281,MISSISSIPPI,Derma,955.0,1,2.0,0.0010471204188481676,0.0020942408376963353
2283,MISSISSIPPI,Florence,4573.0,21,10.0,0.004592171441067133,0.002186748305270063
2285,MISSISSIPPI,Gautier,18362.0,39,409.0,0.002123951639254983,0.022274262062956105
2286,MISSISSIPPI,Gulfport,71803.0,201,3419.0,0.0027993259334568193,0.04761639485815356
2288,MISSISSIPPI,Holly Springs,7674.0,23,41.0,0.0029971331769611674,0.005342715663278603
2289,MISSISSIPPI,Horn Lake,27401.0,64,542.0,0.0023356811795189956,0.019780299989051495
2290,MISSISSIPPI,Kosciusko,6545.0,19,82.0,0.0029029793735676087,0.012528647822765469
2292,MISSISSIPPI,Long Beach,16260.0,43,331.0,0.002644526445264453,0.02035670356703567
2293,MISSISSIPPI,Louisville,5861.0,27,213.0,0.004606722402320423,0.03634192117386112
2295,MISSISSIPPI,Madison,25860.0,86,125.0,0.003325599381283836,0.004833720030935808
2297,MISSISSIPPI,Mendenhall,2382.0,8,23.0,0.0033585222502099076,0.009655751469353484
2298,MISSISSIPPI,Morton,3505.0,12,53.0,0.0034236804564907277,0.015121255349500713
2300,MISSISSIPPI,Ocean Springs,17833.0,49,428.0,0.0027477149105590757,0.024000448606516008
2301,MISSISSIPPI,Olive Branch,40308.0,90,825.0,0.002232807383149747,0.020467401012206014
2302,MISSISSIPPI,Oxford,29367.0,94,542.0,0.003200871726768141,0.01845609016923758
2304,MISSISSIPPI,Pass Christian,6724.0,29,114.0,0.004312908982748364,0.016954193932183226
2305,MISSISSIPPI,Pontotoc,6297.0,23,163.0,0.00365253295219946,0.025885342226457043
2306,MISSISSIPPI,Poplarville,2771.0,9,67.0,0.003247924936845904,0.024178996752075063
2307,MISSISSIPPI,Raymond,2101.0,5,4.0,0.002379819133745835,0.0019038553069966682
2308,MISSISSIPPI,Richland,7305.0,28,158.0,0.0038329911019849418,0.021629021218343602
2309,MISSISSIPPI,Ridgeland,23901.0,84,502.0,0.0035144973013681437,0.02100330530103343
2310,MISSISSIPPI,Seminary,281.0,1,4.0,0.0035587188612099642,0.014234875444839857
2311,MISSISSIPPI,Smithville,722.0,1,15.0,0.0013850415512465374,0.02077562326869806
2312,MISSISSIPPI,Southaven,57455.0,158,1776.0,0.0027499782438430076,0.030911147854842922
2313,MISSISSIPPI,Starkville,25711.0,72,575.0,0.0028003578234996693,0.022363968729337637
2314,MISSISSIPPI,Sumrall,1984.0,7,28.0,0.003528225806451613,0.014112903225806451
2315,MISSISSIPPI,Union,1866.0,8,25.0,0.004287245444801715,0.01339764201500536
2316,MISSISSIPPI,Vardaman,1254.0,1,6.0,0.0007974481658692185,0.004784688995215311
2318,MISSISSIPPI,Waynesboro,4847.0,11,105.0,0.0022694450175366207,0.021662884258304104
2319,MISSISSIPPI,West Point,10294.0,35,334.0,0.003400038857586944,0.032446085098115404
2320,MISSISSIPPI,Wiggins,4535.0,18,173.0,0.003969128996692392,0.03814773980154355
2321,MISSOURI,Adrian,1594.0,5,22.0,0.003136762860727729,0.013801756587202008
2322,MISSOURI,Ashland,4063.0,9,42.0,0.002215111986217081,0.010337189269013045
2323,MISSOURI,Bellefontaine Neighbors,10251.0,30,478.0,0.0029265437518290896,0.04662959711247683
2324,MISSOURI,Belton,23860.0,67,674.0,0.0028080469404861692,0.028248113998323554
2326,MISSOURI,Bertrand,739.0,1,19.0,0.0013531799729364006,0.02571041948579161
2327,MISSOURI,Bethany,3025.0,6,41.0,0.0019834710743801653,0.013553719008264463
2328,MISSOURI,Bonne Terre,6811.0,10,86.0,0.0014682131845543973,0.012626633387167817
2329,MISSOURI,Boonville,7833.0,28,226.0,0.0035746201966041107,0.028852291586876036
2332,MISSOURI,Brentwood,7944.0,30,368.0,0.0037764350453172208,0.04632426988922457
2333,MISSOURI,Butler,3981.0,19,143.0,0.0047726701833710125,0.035920622959055515
2335,MISSOURI,Camdenton,4186.0,17,133.0,0.004061156235069279,0.03177257525083612
2336,MISSOURI,Campbell,1773.0,7,9.0,0.003948110547095319,0.005076142131979695
2337,MISSOURI,Canton,2308.0,6,56.0,0.0025996533795493936,0.024263431542461005
2338,MISSOURI,Cape Girardeau,41957.0,102,1487.0,0.0024310603713325546,0.03544104678599518
2340,MISSOURI,Charleston,4936.0,18,155.0,0.003646677471636953,0.03140194489465154
2341,MISSOURI,Chillicothe,8865.0,27,154.0,0.003045685279187817,0.0173716864072194
2342,MISSOURI,Columbia,126418.0,208,3772.0,0.0016453353161733296,0.029837523137527883
2345,MISSOURI,Dexter,7833.0,25,227.0,0.0031916251755393847,0.028979956593897613
2347,MISSOURI,Duquesne,1681.0,4,56.0,0.002379535990481856,0.03331350386674598
2349,MISSOURI,Eldon,4764.0,13,85.0,0.00272879932829555,0.017842149454240133
2350,MISSOURI,Ellisville,9905.0,33,133.0,0.003331650681474003,0.01342756183745583
2351,MISSOURI,Eureka,11442.0,30,156.0,0.0026219192448872575,0.013633980073413739
2352,MISSOURI,Excelsior Springs,11908.0,31,221.0,0.0026032919046019482,0.018558951965065504
2354,MISSOURI,Florissant,50653.0,120,1145.0,0.0023690600754150792,0.022604781552918878
2355,MISSOURI,Fredericktown,4008.0,14,74.0,0.003493013972055888,0.018463073852295408
2357,MISSOURI,Fulton,12530.0,31,386.0,0.0024740622505985636,0.03080606544293695
2359,MISSOURI,Gerald,1324.0,4,15.0,0.0030211480362537764,0.011329305135951661
2360,MISSOURI,Gladstone,27905.0,55,642.0,0.0019709729439168606,0.023006629636265902
2361,MISSOURI,Grain Valley,15038.0,29,267.0,0.0019284479319058385,0.01775502061444341
2362,MISSOURI,Hamilton,1680.0,7,10.0,0.004166666666666667,0.005952380952380952
2363,MISSOURI,Hannibal,17194.0,46,739.0,0.0026753518669303247,0.04298010934046761
2364,MISSOURI,Harrisonville,10091.0,28,266.0,0.0027747497770290357,0.02636012288177584
2366,MISSOURI,Hazelwood,24976.0,72,929.0,0.0028827674567584883,0.03719570787956438
2367,MISSOURI,Holts Summit,5296.0,8,54.0,0.0015105740181268882,0.010196374622356496
2369,MISSOURI,Independence,116761.0,267,5054.0,0.002286722450133178,0.04328500098491791
2370,MISSOURI,Jackson,14792.0,32,208.0,0.002163331530557058,0.014061654948620876
2371,MISSOURI,Jefferson City,41851.0,122,870.0,0.002915103581754319,0.020788033738739817
2373,MISSOURI,Kearney,11467.0,20,136.0,0.0017441353449027645,0.011860120345338798
2375,MISSOURI,Kimberling City,2321.0,4,13.0,0.0017233950883239983,0.005601034037052995
2376,MISSOURI,Kirksville,17666.0,29,803.0,0.0016415713800520774,0.045454545454545456
2377,MISSOURI,Ladue,8624.0,29,117.0,0.003362708719851577,0.013566790352504639
2378,MISSOURI,Lakeshire,1380.0,3,25.0,0.002173913043478261,0.018115942028985508
2379,MISSOURI,Lake St. Louis,17469.0,42,238.0,0.002404258973037953,0.0136241341805484
2381,MISSOURI,Lebanon,14917.0,36,581.0,0.0024133538915331503,0.03894885030502112
2382,MISSOURI,Lee's Summit,102519.0,187,1969.0,0.0018240521269228143,0.01920619592465787
2383,MISSOURI,Lincoln,1198.0,4,20.0,0.00333889816360601,0.01669449081803005
2384,MISSOURI,Macon,5327.0,11,92.0,0.002064952130655153,0.017270508729115824
2385,MISSOURI,Malden,3812.0,15,112.0,0.003934942287513116,0.02938090241343127
2386,MISSOURI,Manchester,18081.0,44,246.0,0.002433493722692329,0.013605442176870748
2388,MISSOURI,Marionville,2157.0,4,24.0,0.0018544274455261937,0.011126564673157162
2389,MISSOURI,Marshall,12868.0,30,197.0,0.0023313646254274167,0.015309294373640037
2390,MISSOURI,Maryland Heights,26839.0,95,704.0,0.0035396251723238572,0.026230485487536793
2391,MISSOURI,Maryville,11479.0,27,196.0,0.0023521212649185467,0.017074658071260563
2392,MISSOURI,Mexico,11531.0,29,296.0,0.0025149596739224697,0.02566993322348452
2393,MISSOURI,Milan,1744.0,5,17.0,0.0028669724770642203,0.00974770642201835
2394,MISSOURI,Moberly,13459.0,35,304.0,0.002600490378185601,0.022587116427669217
2395,MISSOURI,Monroe City,2433.0,6,24.0,0.002466091245376079,0.009864364981504316
2396,MISSOURI,Mountain View,2649.0,7,39.0,0.0026425066062665155,0.014722536806342015
2397,MISSOURI,New Florence,698.0,3,12.0,0.004297994269340974,0.017191977077363897
2398,MISSOURI,Niangua,426.0,1,0.0,0.002347417840375587,0.0
2399,MISSOURI,Odessa,5293.0,13,54.0,0.0024560740600793503,0.010202153788021915
2400,MISSOURI,Olivette,7850.0,22,120.0,0.002802547770700637,0.015286624203821656
2402,MISSOURI,Palmyra,3574.0,9,64.0,0.002518186905428092,0.01790710688304421
2403,MISSOURI,Peculiar,5774.0,11,98.0,0.0019050917907862833,0.016972635954277795
2404,MISSOURI,Perryville,8570.0,30,164.0,0.003500583430571762,0.0191365227537923
2405,MISSOURI,Piedmont,1868.0,5,28.0,0.0026766595289079227,0.014989293361884369
2406,MISSOURI,Pleasant Hill,8801.0,19,74.0,0.0021588455857288946,0.008408135439154642
2408,MISSOURI,Raymore,22885.0,42,228.0,0.00183526327288617,0.009962857767096352
2409,MISSOURI,Richland,1791.0,5,27.0,0.0027917364600781687,0.01507537688442211
2410,MISSOURI,Rock Hill,4610.0,11,68.0,0.002386117136659436,0.01475054229934924
2411,MISSOURI,Rolla,20519.0,61,771.0,0.0029728544276036843,0.037574930552171155
2412,MISSOURI,Salem,4866.0,16,105.0,0.0032881216605014385,0.02157829839704069
2413,MISSOURI,Scott City,4520.0,17,77.0,0.003761061946902655,0.017035398230088497
2414,MISSOURI,Seligman,835.0,1,11.0,0.0011976047904191617,0.013173652694610778
2415,MISSOURI,Seymour,2033.0,8,40.0,0.003935071323167732,0.019675356615838663
2416,MISSOURI,Sikeston,15931.0,68,673.0,0.0042684075073755575,0.04224468018329044
2419,MISSOURI,Steele,1825.0,4,78.0,0.002191780821917808,0.042739726027397264
2420,MISSOURI,St. James,3986.0,11,178.0,0.0027596588058203713,0.044656297039638734
2421,MISSOURI,St. John,6299.0,18,201.0,0.002857596443879981,0.03190982695665979
2423,MISSOURI,St. Peters,58597.0,123,1103.0,0.0020990835708312714,0.018823489257129206
2424,MISSOURI,St. Robert,6558.0,25,249.0,0.003812137846904544,0.03796889295516926
2426,MISSOURI,Sunset Hills,8447.0,31,169.0,0.003669941991239493,0.020007103113531433
2427,MISSOURI,Trenton,5584.0,18,65.0,0.0032234957020057307,0.011640401146131804
2428,MISSOURI,Union,12292.0,27,539.0,0.0021965506020175723,0.043849658314350795
2429,MISSOURI,University City,33930.0,84,781.0,0.002475685234305924,0.023017978190391985
2430,MISSOURI,Versailles,2479.0,10,34.0,0.004033884630899556,0.01371520774505849
2431,MISSOURI,Vienna,599.0,2,9.0,0.00333889816360601,0.015025041736227046
2432,MISSOURI,Vinita Park,10910.0,48,541.0,0.004399633363886343,0.04958753437213566
2433,MISSOURI,Warrensburg,20707.0,32,499.0,0.0015453711305355676,0.02409813106678901
2434,MISSOURI,Warson Woods,1890.0,8,23.0,0.004232804232804233,0.01216931216931217
2435,MISSOURI,Washington,14270.0,31,448.0,0.0021723896285914504,0.031394533987386126
2436,MISSOURI,Weston,1854.0,9,38.0,0.0048543689320388345,0.020496224379719527
2437,MISSOURI,West Plains,12417.0,39,551.0,0.0031408552790529115,0.04437464766046549
2438,MISSOURI,Willard,5781.0,8,37.0,0.0013838436256702993,0.006400276768725134
2439,MISSOURI,Willow Springs,2090.0,9,57.0,0.00430622009569378,0.02727272727272727
2440,MISSOURI,Winona,1292.0,2,8.0,0.0015479876160990713,0.006191950464396285
2441,MISSOURI,Woodson Terrace,4028.0,18,145.0,0.004468718967229395,0.03599801390268123
2442,MONTANA,Baker,1910.0,4,9.0,0.0020942408376963353,0.004712041884816754
2443,MONTANA,Belgrade,10738.0,21,256.0,0.001955671447196871,0.02384056621344757
2445,MONTANA,Bozeman,52586.0,73,841.0,0.0013882021830905564,0.01599284980793367
2446,MONTANA,Bridger,775.0,3,4.0,0.003870967741935484,0.005161290322580645
2447,MONTANA,Chinook,1233.0,4,5.0,0.0032441200324412004,0.0040551500405515
2448,MONTANA,Colstrip,2216.0,11,6.0,0.004963898916967509,0.002707581227436823
2449,MONTANA,Columbia Falls,6385.0,11,108.0,0.0017227877838684417,0.01691464369616288
2450,MONTANA,Columbus,2141.0,6,39.0,0.0028024287716020553,0.01821578701541336
2451,MONTANA,Conrad,2396.0,5,22.0,0.002086811352253756,0.009181969949916527
2452,MONTANA,Cut Bank,3028.0,6,90.0,0.0019815059445178335,0.029722589167767502
2453,MONTANA,Deer Lodge,2772.0,6,27.0,0.0021645021645021645,0.00974025974025974
2454,MONTANA,East Helena,2140.0,1,34.0,0.00046728971962616824,0.01588785046728972
2455,MONTANA,Ennis,1065.0,2,3.0,0.0018779342723004694,0.0028169014084507044
2456,MONTANA,Eureka,1449.0,3,1.0,0.002070393374741201,0.0006901311249137336
2457,MONTANA,Fort Benton,1440.0,4,17.0,0.002777777777777778,0.011805555555555555
2458,MONTANA,Glasgow,3318.0,11,70.0,0.003315250150693189,0.02109704641350211
2459,MONTANA,Glendive,4873.0,11,98.0,0.002257336343115124,0.02011081469320747
2461,MONTANA,Havre,9724.0,23,347.0,0.002365281777046483,0.035684903331962156
2462,MONTANA,Helena,34262.0,71,1333.0,0.0020722666511003443,0.03890607670305295
2463,MONTANA,Hot Springs,592.0,2,1.0,0.0033783783783783786,0.0016891891891891893
2464,MONTANA,Kalispell,25926.0,51,735.0,0.001967137236750752,0.028349919000231427
2465,MONTANA,Laurel,6710.0,19,258.0,0.0028315946348733234,0.03845007451564829
2466,MONTANA,Lewistown,5882.0,18,39.0,0.003060183611016661,0.006630397823869432
2467,MONTANA,Livingston,7991.0,26,209.0,0.003253660367913903,0.02615442372669253
2468,MONTANA,Manhattan,1963.0,4,10.0,0.0020376974019358125,0.005094243504839531
2469,MONTANA,Miles City,8160.0,17,167.0,0.0020833333333333333,0.020465686274509804
2470,MONTANA,Missoula,77852.0,140,3012.0,0.0017982839233417253,0.03868879412218055
2472,MONTANA,Red Lodge,2384.0,5,20.0,0.0020973154362416107,0.008389261744966443
2473,MONTANA,Ronan City,2195.0,6,80.0,0.002733485193621868,0.03644646924829157
2474,MONTANA,Sidney,6407.0,11,102.0,0.0017168721710628999,0.015920087404401435
2475,MONTANA,Stevensville,2171.0,5,31.0,0.0023030861354214646,0.01427913403961308
2476,MONTANA,St. Ignatius,846.0,2,12.0,0.002364066193853428,0.014184397163120567
2477,MONTANA,Thompson Falls,1443.0,4,25.0,0.002772002772002772,0.017325017325017324
2478,MONTANA,Troy,986.0,4,16.0,0.004056795131845842,0.016227180527383367
2480,MONTANA,Whitefish,8972.0,18,115.0,0.0020062416406598305,0.012817654926437806
2481,MONTANA,Wolf Point,2734.0,8,47.0,0.002926115581565472,0.017190929041697146
2482,NEBRASKA,Alliance,7986.0,23,381.0,0.002880040070122715,0.04770848985725019
2483,NEBRASKA,Ashland,2752.0,5,7.0,0.001816860465116279,0.002543604651162791
2484,NEBRASKA,Aurora,4491.0,9,20.0,0.002004008016032064,0.00445335114673792
2485,NEBRASKA,Beatrice,12225.0,37,169.0,0.0030265848670756644,0.013824130879345604
2486,NEBRASKA,Bellevue,53436.0,116,811.0,0.0021708211692491952,0.015177034209147391
2487,NEBRASKA,Bennington,1524.0,4,16.0,0.0026246719160104987,0.010498687664041995
2488,NEBRASKA,Blair,7979.0,15,75.0,0.0018799348289259305,0.009399674144629652
2490,NEBRASKA,Broken Bow,3427.0,8,8.0,0.0023344032681645753,0.0023344032681645753
2491,NEBRASKA,Chadron,5194.0,20,59.0,0.003850596842510589,0.011359260685406238
2492,NEBRASKA,Columbus,23727.0,42,246.0,0.0017701352889113668,0.01036793526362372
2493,NEBRASKA,Crete,6864.0,14,179.0,0.0020396270396270395,0.02607808857808858
2494,NEBRASKA,Emerson,784.0,1,5.0,0.0012755102040816326,0.006377551020408163
2495,NEBRASKA,Falls City,4052.0,12,40.0,0.0029615004935834156,0.009871668311944718
2496,NEBRASKA,Franklin,889.0,2,8.0,0.0022497187851518562,0.008998875140607425
2497,NEBRASKA,Fremont,26210.0,47,583.0,0.001793208698969859,0.022243418542541016
2498,NEBRASKA,Gering,8017.0,20,101.0,0.0024946987651241113,0.012598228763876762
2500,NEBRASKA,Gothenburg,3408.0,8,37.0,0.002347417840375587,0.01085680751173709
2501,NEBRASKA,Grand Island,51226.0,96,1233.0,0.0018740483348299692,0.024069808300472416
2502,NEBRASKA,Hastings,24680.0,52,658.0,0.002106969205834684,0.0266612641815235
2503,NEBRASKA,Holdrege,5375.0,14,35.0,0.0026046511627906975,0.0065116279069767444
2504,NEBRASKA,Kearney,34576.0,74,492.0,0.002140212864414623,0.014229523368810736
2505,NEBRASKA,La Vista,17057.0,41,220.0,0.00240370522366184,0.012897930468429384
2506,NEBRASKA,Lexington,10099.0,22,157.0,0.0021784335082681455,0.015546093672640855
2507,NEBRASKA,Lincoln,293808.0,490,9240.0,0.0016677558133202635,0.03144910962261068
2508,NEBRASKA,McCook,7478.0,22,93.0,0.002941963091735758,0.012436480342337523
2509,NEBRASKA,Milford,2006.0,3,3.0,0.0014955134596211367,0.0014955134596211367
2510,NEBRASKA,Minden,3031.0,6,23.0,0.001979544704717915,0.007588254701418674
2511,NEBRASKA,Morrill,869.0,2,10.0,0.0023014959723820483,0.011507479861910242
2512,NEBRASKA,Nebraska City,7248.0,14,142.0,0.0019315673289183224,0.019591611479028697
2513,NEBRASKA,Norfolk,24370.0,60,232.0,0.0024620434961017644,0.009519901518260156
2514,NEBRASKA,North Platte,23057.0,62,707.0,0.0026889881597779415,0.030663139176822656
2515,NEBRASKA,O'Neill,3521.0,8,5.0,0.002272081794944618,0.0014200511218403862
2516,NEBRASKA,Papillion,20313.0,49,243.0,0.002412248313887658,0.011962782454585734
2517,NEBRASKA,Plattsmouth,6409.0,17,117.0,0.002652519893899204,0.018255578093306288
2518,NEBRASKA,Ralston,7386.0,15,118.0,0.0020308692120227455,0.015976171134578932
2519,NEBRASKA,Scottsbluff,15463.0,34,465.0,0.002198797128629632,0.030071784259199378
2520,NEBRASKA,Seward,7402.0,13,65.0,0.0017562820859227236,0.008781410429613617
2521,NEBRASKA,Sidney,6186.0,12,130.0,0.0019398642095053346,0.02101519560297446
2522,NEBRASKA,South Sioux City,12780.0,28,393.0,0.002190923317683881,0.030751173708920186
2523,NEBRASKA,St. Paul,2336.0,4,9.0,0.0017123287671232876,0.003852739726027397
2524,NEBRASKA,Tilden,934.0,1,0.0,0.0010706638115631692,0.0
2525,NEBRASKA,Valentine,2747.0,6,39.0,0.002184200946487077,0.014197306152166
2526,NEBRASKA,Wahoo,4611.0,6,48.0,0.0013012361743656475,0.01040988939492518
2527,NEBRASKA,Wayne,5766.0,12,63.0,0.002081165452653486,0.010926118626430802
2528,NEBRASKA,West Point,3223.0,5,16.0,0.0015513496742165685,0.004964318957493019
2529,NEBRASKA,Wymore,1311.0,4,14.0,0.0030511060259344014,0.010678871090770405
2530,NEVADA,Boulder City,16556.0,54,178.0,0.003261657405170331,0.01075138922445035
2531,NEVADA,Carlin,2273.0,7,77.0,0.0030796304443466782,0.033875934887813465
2532,NEVADA,Elko,20760.0,46,676.0,0.0022157996146435453,0.0325626204238921
2533,NEVADA,Henderson,337375.0,642,6339.0,0.0019029270100037051,0.018789181178214154
2535,NEVADA,Mesquite,21038.0,54,434.0,0.0025667839148208003,0.02062933738948569
2536,NEVADA,Reno,262919.0,453,9026.0,0.0017229641068161677,0.034329964741992784
2537,NEVADA,Winnemucca,7835.0,29,247.0,0.0037013401403956604,0.03152520740268028
2538,NEW HAMPSHIRE,Alexandria,1629.0,2,7.0,0.0012277470841006752,0.004297114794352364
2539,NEW HAMPSHIRE,Allenstown,4505.0,9,19.0,0.001997780244173141,0.004217536071032186
2540,NEW HAMPSHIRE,Alstead,1952.0,2,4.0,0.0010245901639344263,0.0020491803278688526
2541,NEW HAMPSHIRE,Alton,5445.0,14,38.0,0.0025711662075298437,0.006978879706152434
2542,NEW HAMPSHIRE,Amherst,11440.0,19,115.0,0.001660839160839161,0.010052447552447552
2543,NEW HAMPSHIRE,Andover,2392.0,2,9.0,0.0008361204013377926,0.003762541806020067
2544,NEW HAMPSHIRE,Antrim,2687.0,5,20.0,0.0018608113137327876,0.00744324525493115
2545,NEW HAMPSHIRE,Ashland,2066.0,5,44.0,0.002420135527589545,0.021297192642787996
2546,NEW HAMPSHIRE,Atkinson,7296.0,9,10.0,0.0012335526315789473,0.0013706140350877192
2547,NEW HAMPSHIRE,Auburn,5771.0,12,44.0,0.0020793623288858083,0.007624328539247964
2548,NEW HAMPSHIRE,Barnstead,4852.0,7,38.0,0.0014427040395713108,0.007831821929101401
2549,NEW HAMPSHIRE,Barrington,9423.0,11,70.0,0.001167356468216067,0.0074286320704658815
2550,NEW HAMPSHIRE,Bartlett,2818.0,4,27.0,0.0014194464158978,0.00958126330731015
2551,NEW HAMPSHIRE,Bedford,23137.0,48,157.0,0.0020745991269395343,0.006785667977698059
2552,NEW HAMPSHIRE,Belmont,7406.0,17,103.0,0.0022954361328652445,0.013907642452065893
2553,NEW HAMPSHIRE,Bennington,1520.0,2,7.0,0.0013157894736842105,0.004605263157894736
2554,NEW HAMPSHIRE,Bethlehem,2669.0,6,29.0,0.0022480329711502436,0.010865492693892843
2555,NEW HAMPSHIRE,Bow,8119.0,12,47.0,0.0014780145338095824,0.005788890257420865
