"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"501661","2022-10-23","2022-10-23","Van Nuys","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","29","M","H","1994"
"501662","2022-06-17","2022-06-17","Newton","THEFT OF IDENTITY","41","F","H","1982"
"501663","2022-04-30","2022-04-30","Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","H","1993"
"501664","2022-05-27","2022-05-27","Wilshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","F","H","2004"
"501665","2022-04-07","2022-04-07","77th Street","THEFT OF IDENTITY","34","F","B","1989"
"501666","2022-10-25","2022-10-25","Hollenbeck","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","58","M","H","1965"
"501667","2022-09-16","2022-09-16","Devonshire","BURGLARY FROM VEHICLE","72","M","O","1951"
"501668","2022-06-18","2022-06-18","Van Nuys","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","F","H","1992"
"501669","2022-03-22","2022-03-22","N Hollywood","BURGLARY","61","F","W","1962"
"501670","2022-09-12","2022-09-12","West Valley","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","45","M","W","1978"
"501671","2022-12-23","2022-12-23","Olympic","INTIMATE PARTNER - AGGRAVATED ASSAULT","21","F","H","2002"
"501672","2022-07-23","2022-07-23","Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","F","H","2004"
"501673","2022-03-28","2022-03-28","Southwest","TRESPASSING","62","F","B","1961"
"501674","2022-09-18","2022-09-18","Devonshire","BUNCO, GRAND THEFT","54","F","W","1969"
"501675","2022-07-29","2022-07-29","Central","THEFT OF IDENTITY","31","F","B","1992"
"501676","2022-11-12","2022-11-12","77th Street","THEFT OF IDENTITY","29","M","H","1994"
"501677","2022-05-22","2022-05-22","Rampart","PICKPOCKET","35","M","H","1988"
"501678","2022-07-28","2022-07-28","Central","BURGLARY FROM VEHICLE","29","F","H","1994"
"501679","2022-08-02","2022-08-02","Wilshire","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","24","X","X","1999"
"501680","2022-09-05","2022-09-05","Foothill","THEFT OF IDENTITY","31","M","H","1992"
"501681","2022-09-26","2022-09-26","Harbor","INTIMATE PARTNER - AGGRAVATED ASSAULT","21","F","W","2002"
"501682","2022-12-16","2022-12-16","Central","BURGLARY FROM VEHICLE","73","F","V","1950"
"501683","2022-11-07","2022-11-07","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","60","F","O","1963"
"501684","2022-04-29","2022-04-29","Newton","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","33","M","H","1990"
"501685","2022-03-02","2022-03-02","Southwest","THEFT OF IDENTITY","41","F","H","1982"
"501686","2022-05-11","2022-05-11","Mission","INTIMATE PARTNER - SIMPLE ASSAULT","18","F","H","2005"
"501687","2022-08-01","2022-08-01","77th Street","THEFT OF IDENTITY","38","F","H","1985"
"501688","2022-08-25","2022-08-25","Harbor","BATTERY - SIMPLE ASSAULT","54","F","H","1969"
"501689","2022-06-25","2022-06-25","N Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","24","F","H","1999"
"501690","2022-04-11","2022-04-11","Olympic","BUNCO, GRAND THEFT","44","F","H","1979"
"501691","2022-04-03","2022-04-03","Southwest","BATTERY - SIMPLE ASSAULT","49","M","B","1974"
"501692","2022-02-24","2022-02-24","Newton","THEFT OF IDENTITY","31","F","B","1992"
"501693","2022-12-28","2022-12-28","West LA","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","W","1993"
"501694","2022-10-02","2022-10-02","Central","BATTERY - SIMPLE ASSAULT","49","M","H","1974"
"501695","2022-10-24","2022-10-24","Hollenbeck","BURGLARY FROM VEHICLE","27","M","H","1996"
"501696","2022-09-26","2022-09-26","Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","35","M","H","1988"
"501697","2022-07-17","2022-07-17","West LA","BURGLARY FROM VEHICLE","61","M","W","1962"
"501698","2022-11-16","2022-11-16","Mission","THEFT PLAIN - PETTY ($950 & UNDER)","43","M","F","1980"
"501699","2022-03-14","2022-03-14","Olympic","THEFT PLAIN - PETTY ($950 & UNDER)","53","F","B","1970"
"501700","2022-10-06","2022-10-06","Central","CRIMINAL THREATS - NO WEAPON DISPLAYED","73","M","W","1950"
"501701","2022-03-28","2022-03-28","Foothill","OTHER MISCELLANEOUS CRIME","32","F","O","1991"
"501702","2022-12-18","2022-12-18","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","25","M","H","1998"
"501703","2022-01-02","2022-01-02","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","75","M","W","1948"
"501704","2022-03-06","2022-03-06","Olympic","VEHICLE - ATTEMPT STOLEN","41","M","H","1982"
"501705","2022-08-12","2022-08-12","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","26","F","H","1997"
"501706","2022-03-27","2022-03-27","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","40","F","O","1983"
"501707","2022-09-06","2022-09-06","Northeast","THEFT PLAIN - PETTY ($950 & UNDER)","36","F","W","1987"
"501708","2022-12-27","2022-12-27","Topanga","THEFT OF IDENTITY","37","F","B","1986"
"501709","2022-04-30","2022-04-30","Topanga","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","29","F","H","1994"
"501710","2022-10-23","2022-10-23","Southwest","BRANDISH WEAPON","51","M","H","1972"
"501711","2022-07-15","2022-07-15","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","60","M","B","1963"
"501712","2022-04-14","2022-04-14","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","65","M","O","1958"
"501713","2022-01-08","2022-01-08","Harbor","VIOLATION OF COURT ORDER","33","M","H","1990"
"501714","2022-08-30","2022-08-30","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","29","M","B","1994"
"501715","2022-01-12","2022-01-12","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","29","M","H","1994"
"501716","2022-03-03","2022-03-03","Wilshire","BURGLARY FROM VEHICLE, ATTEMPTED","54","F","W","1969"
"501717","2022-10-03","2022-10-03","Wilshire","BATTERY WITH SEXUAL CONTACT","17","F","H","2006"
"501718","2022-04-05","2022-04-05","Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","45","F","L","1978"
"501719","2022-06-22","2022-06-22","Devonshire","TRESPASSING","40","F","W","1983"
"501720","2022-11-19","2022-11-19","West Valley","THEFT OF IDENTITY","38","F","W","1985"
"501721","2022-11-28","2022-11-28","Central","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","48","F","B","1975"
"501722","2022-03-10","2022-03-10","Olympic","ROBBERY","18","F","O","2005"
"501723","2022-09-17","2022-09-17","Southwest","THEFT OF IDENTITY","20","M","O","2003"
"501724","2022-04-26","2022-04-26","Pacific","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","28","M","W","1995"
"501725","2022-11-26","2022-11-26","Mission","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","49","M","H","1974"
"501726","2022-10-19","2022-10-19","Hollywood","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","66","F","H","1957"
"501727","2022-11-06","2022-11-06","Foothill","THEFT OF IDENTITY","52","M","H","1971"
"501728","2022-05-12","2022-05-12","Olympic","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","49","M","H","1974"
"501729","2022-06-21","2022-06-21","Harbor","VIOLATION OF RESTRAINING ORDER","59","F","W","1964"
"501730","2022-10-04","2022-10-04","Hollenbeck","THEFT PLAIN - PETTY ($950 & UNDER)","35","F","H","1988"
"501731","2022-11-06","2022-11-06","Pacific","ROBBERY","34","F","H","1989"
"501732","2022-05-07","2022-05-07","Southwest","VIOLATION OF RESTRAINING ORDER","34","M","W","1989"
"501733","2022-01-05","2022-01-05","77th Street","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","36","M","H","1987"
"501734","2022-09-22","2022-09-22","Central","OTHER MISCELLANEOUS CRIME","36","F","O","1987"
"501735","2022-07-13","2022-07-13","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","53","M","W","1970"
"501736","2022-04-22","2022-04-22","Devonshire","THEFT OF IDENTITY","24","F","H","1999"
"501737","2022-02-14","2022-02-14","77th Street","THEFT OF IDENTITY","38","M","B","1985"
"501738","2022-12-23","2022-12-23","West Valley","INTIMATE PARTNER - AGGRAVATED ASSAULT","19","F","O","2004"
"501739","2022-12-02","2022-12-02","Devonshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","70","M","W","1953"
"501740","2022-03-11","2022-03-11","Newton","BRANDISH WEAPON","37","M","H","1986"
"501741","2022-08-02","2022-08-02","Central","BURGLARY FROM VEHICLE","39","M","B","1984"
"501742","2022-04-25","2022-04-25","Harbor","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","52","M","W","1971"
"501743","2022-11-25","2022-11-25","Olympic","BATTERY - SIMPLE ASSAULT","24","M","O","1999"
"501744","2022-03-26","2022-03-26","77th Street","THEFT, PERSON","67","F","B","1956"
"501745","2022-09-30","2022-09-30","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","29","F","H","1994"
"501746","2022-08-02","2022-08-02","Topanga","BURGLARY","23","M","O","2000"
"501747","2022-08-13","2022-08-13","Southwest","BATTERY - SIMPLE ASSAULT","19","F","B","2004"
"501748","2022-10-31","2022-10-31","Pacific","BATTERY - SIMPLE ASSAULT","29","M","W","1994"
"501749","2023-01-04","2023-01-04","Wilshire","BURGLARY FROM VEHICLE","31","M","W","1992"
"501750","2022-05-06","2022-05-06","Mission","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","46","M","O","1977"
"501751","2022-07-04","2022-07-04","Southwest","BIKE - STOLEN","20","M","A","2003"
"501752","2022-02-03","2022-02-03","Central","BURGLARY FROM VEHICLE","39","M","A","1984"
"501753","2022-04-20","2022-04-20","Southwest","BURGLARY FROM VEHICLE","41","M","H","1982"
"501754","2022-10-04","2022-10-04","Hollywood","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","28","X","H","1995"
"501755","2022-05-11","2022-05-11","N Hollywood","BATTERY - SIMPLE ASSAULT","32","F","H","1991"
"501756","2022-08-27","2022-08-27","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","24","M","H","1999"
"501757","2022-10-13","2022-10-13","Topanga","BURGLARY FROM VEHICLE","45","M","X","1978"
"501758","2023-01-12","2023-01-12","Van Nuys","VIOLATION OF COURT ORDER","39","F","H","1984"
"501759","2022-07-14","2022-07-14","Rampart","THEFT OF IDENTITY","33","F","H","1990"
"501760","2022-11-24","2022-11-24","Southwest","BATTERY - SIMPLE ASSAULT","15","M","H","2008"
"501761","2022-07-21","2022-07-21","Central","BATTERY - SIMPLE ASSAULT","58","F","W","1965"
"501762","2022-10-01","2022-10-01","Pacific","BURGLARY FROM VEHICLE","38","M","B","1985"
"501763","2022-01-22","2022-01-22","77th Street","BURGLARY","32","M","H","1991"
"501764","2022-03-19","2022-03-19","Foothill","THEFT OF IDENTITY","72","M","W","1951"
"501765","2022-10-21","2022-10-21","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","55","M","H","1968"
"501766","2022-10-26","2022-10-26","Van Nuys","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","62","F","H","1961"
"501767","2022-12-18","2022-12-18","Van Nuys","BURGLARY FROM VEHICLE","30","M","W","1993"
"501768","2022-05-17","2022-05-17","Southwest","THEFT OF IDENTITY","30","F","O","1993"
"501769","2022-02-03","2022-02-03","Hollenbeck","THEFT OF IDENTITY","52","M","B","1971"
"501770","2022-01-14","2022-01-14","Hollenbeck","INTIMATE PARTNER - SIMPLE ASSAULT","31","F","W","1992"
"501771","2022-01-26","2022-01-26","Northeast","THEFT OF IDENTITY","41","F","W","1982"
"501772","2022-02-22","2022-02-22","77th Street","ROBBERY","32","M","H","1991"
"501773","2022-10-31","2022-10-31","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","20","F","W","2003"
"501774","2022-04-19","2022-04-19","Northeast","BURGLARY FROM VEHICLE","36","F","A","1987"
"501775","2022-09-29","2022-09-29","Southwest","THEFT OF IDENTITY","55","M","B","1968"
"501776","2022-02-10","2022-02-10","Southeast","THEFT OF IDENTITY","51","F","H","1972"
"501777","2022-03-09","2022-03-09","Olympic","BATTERY - SIMPLE ASSAULT","34","M","H","1989"
"501778","2022-03-08","2022-03-08","Southwest","BATTERY - SIMPLE ASSAULT","35","F","H","1988"
"501779","2022-02-08","2022-02-08","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","74","M","W","1949"
"501780","2022-09-07","2022-09-07","Mission","THEFT OF IDENTITY","29","F","H","1994"
"501781","2022-07-01","2022-07-01","Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","43","M","H","1980"
"501782","2023-01-07","2023-01-07","Van Nuys","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","64","M","W","1959"
"501783","2022-11-09","2022-11-09","Hollenbeck","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","24","F","H","1999"
"501784","2022-06-01","2022-06-01","Mission","INTIMATE PARTNER - SIMPLE ASSAULT","53","F","H","1970"
"501785","2022-07-07","2022-07-07","Southwest","BURGLARY","22","X","X","2001"
"501786","2022-04-24","2022-04-24","Southwest","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"501787","2022-07-03","2022-07-03","Wilshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"501788","2022-05-24","2022-05-24","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","F","H","1992"
"501789","2022-02-15","2022-02-15","Hollenbeck","BURGLARY FROM VEHICLE","23","F","W","2000"
"501790","2022-08-28","2022-08-28","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","23","M","H","2000"
"501791","2022-05-10","2022-05-10","77th Street","BATTERY - SIMPLE ASSAULT","63","M","B","1960"
"501792","2022-08-11","2022-08-11","Olympic","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","44","M","H","1979"
"501793","2022-11-25","2022-11-25","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","61","M","W","1962"
"501794","2022-07-12","2022-07-12","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","29","F","H","1994"
"501795","2022-06-28","2022-06-28","Topanga","VIOLATION OF RESTRAINING ORDER","29","M","B","1994"
"501796","2022-02-08","2022-02-08","Olympic","THEFT OF IDENTITY","39","F","W","1984"
"501797","2022-07-16","2022-07-16","West Valley","BUNCO, PETTY THEFT","30","M","H","1993"
"501798","2022-09-14","2022-09-14","Van Nuys","INTIMATE PARTNER - SIMPLE ASSAULT","33","F","H","1990"
"501799","2022-02-25","2022-02-25","N Hollywood","BURGLARY","29","M","W","1994"
"501800","2022-09-11","2022-09-11","Wilshire","BATTERY - SIMPLE ASSAULT","47","M","O","1976"
"501801","2022-08-24","2022-08-24","Van Nuys","THEFT OF IDENTITY","32","F","O","1991"
"501802","2022-05-22","2022-05-22","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","50","M","H","1973"
"501803","2022-10-16","2022-10-16","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","22","M","B","2001"
"501804","2022-06-04","2022-06-04","West Valley","BURGLARY FROM VEHICLE","49","M","W","1974"
"501805","2022-08-08","2022-08-08","West Valley","THEFT OF IDENTITY","22","F","H","2001"
"501806","2022-03-23","2022-03-23","Wilshire","BRANDISH WEAPON","52","M","B","1971"
"501807","2022-03-02","2022-03-02","77th Street","THEFT PLAIN - PETTY ($950 & UNDER)","38","F","B","1985"
"501808","2022-07-10","2022-07-10","Foothill","BATTERY - SIMPLE ASSAULT","58","F","W","1965"
"501809","2022-04-07","2022-04-07","West Valley","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","M","O","1981"
"501810","2022-01-24","2022-01-24","Topanga","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","30","F","O","1993"
"501811","2022-10-13","2022-10-13","West LA","TRESPASSING","31","F","W","1992"
"501812","2022-02-11","2022-02-11","Wilshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","49","F","H","1974"
"501813","2022-10-08","2022-10-08","Van Nuys","THEFT, PERSON","41","M","O","1982"
"501814","2022-10-05","2022-10-05","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","50","F","H","1973"
"501815","2022-05-22","2022-05-22","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","21","M","H","2002"
"501816","2022-10-07","2022-10-07","Southwest","INTIMATE PARTNER - AGGRAVATED ASSAULT","53","M","B","1970"
"501817","2022-07-09","2022-07-09","Olympic","BATTERY - SIMPLE ASSAULT","52","F","H","1971"
"501818","2022-04-01","2022-04-01","Harbor","VIOLATION OF RESTRAINING ORDER","54","F","W","1969"
"501819","2022-11-07","2022-11-07","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","35","F","B","1988"
"501820","2022-04-12","2022-04-12","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","35","F","O","1988"
"501821","2022-12-31","2022-12-31","Southwest","INTIMATE PARTNER - SIMPLE ASSAULT","61","F","B","1962"
"501822","2022-06-18","2022-06-18","Olympic","INTIMATE PARTNER - SIMPLE ASSAULT","49","F","H","1974"
"501823","2022-05-31","2022-05-31","77th Street","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","M","H","1981"
"501824","2022-06-12","2022-06-12","Central","BURGLARY FROM VEHICLE","51","M","A","1972"
"501825","2022-10-18","2022-10-18","West LA","THREATENING PHONE CALLS/LETTERS","55","F","B","1968"
"501826","2022-03-21","2022-03-21","Foothill","BATTERY - SIMPLE ASSAULT","34","M","O","1989"
"501827","2022-08-16","2022-08-16","Newton","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","44","F","B","1979"
"501828","2022-09-18","2022-09-18","Northeast","BURGLARY FROM VEHICLE","49","M","W","1974"
"501829","2022-09-09","2022-09-09","Southeast","THEFT OF IDENTITY","40","F","B","1983"
"501830","2022-09-12","2022-09-12","77th Street","THEFT OF IDENTITY","23","F","W","2000"
"501831","2022-02-27","2022-02-27","Rampart","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","7","M","H","2016"
"501832","2022-10-17","2022-10-17","Southwest","THEFT OF IDENTITY","32","F","H","1991"
"501833","2022-12-27","2022-12-27","Southwest","THEFT OF IDENTITY","18","F","B","2005"
"501834","2022-02-28","2022-02-28","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","52","F","W","1971"
"501835","2022-09-27","2022-09-27","Harbor","THEFT OF IDENTITY","30","F","H","1993"
"501836","2022-12-20","2022-12-20","Van Nuys","STALKING","21","F","H","2002"
"501837","2022-11-19","2022-11-19","Central","BATTERY - SIMPLE ASSAULT","27","F","H","1996"
"501838","2022-04-02","2022-04-02","Olympic","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","P","1998"
"501839","2022-04-10","2022-04-10","Rampart","THEFT OF IDENTITY","37","M","B","1986"
"501840","2022-04-17","2022-04-17","Mission","BIKE - STOLEN","33","M","H","1990"
"501841","2022-05-11","2022-05-11","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","56","M","W","1967"
"501842","2022-12-20","2022-12-20","Olympic","BATTERY - SIMPLE ASSAULT","40","F","O","1983"
"501843","2022-04-09","2022-04-09","Wilshire","THEFT OF IDENTITY","34","M","B","1989"
"501844","2022-07-21","2022-07-21","77th Street","THEFT OF IDENTITY","35","F","O","1988"
"501845","2022-04-19","2022-04-19","West Valley","BRANDISH WEAPON","25","M","O","1998"
"501846","2022-03-18","2022-03-18","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","64","M","B","1959"
"501847","2022-08-14","2022-08-14","Rampart","VIOLATION OF RESTRAINING ORDER","39","F","H","1984"
"501848","2022-07-17","2022-07-17","West Valley","THEFT OF IDENTITY","46","M","H","1977"
"501849","2022-10-15","2022-10-15","Southeast","ROBBERY","20","F","H","2003"
"501850","2022-10-11","2022-10-11","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","37","M","B","1986"
"501851","2022-06-26","2022-06-26","Van Nuys","BURGLARY","51","M","H","1972"
"501852","2022-12-27","2022-12-27","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","M","H","1992"
"501853","2022-06-19","2022-06-19","Olympic","BURGLARY","79","F","K","1944"
"501854","2022-05-14","2022-05-14","Northeast","BATTERY - SIMPLE ASSAULT","53","F","H","1970"
"501855","2022-10-17","2022-10-17","Hollenbeck","THEFT OF IDENTITY","35","H","F","1988"
"501856","2022-09-16","2022-09-16","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","F","B","1973"
"501857","2022-05-10","2022-05-10","Wilshire","BURGLARY FROM VEHICLE","28","F","W","1995"
"501858","2022-11-16","2022-11-16","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","63","F","W","1960"
"501859","2022-12-11","2022-12-11","Olympic","CRIMINAL THREATS - NO WEAPON DISPLAYED","23","F","H","2000"
"501860","2022-06-16","2022-06-16","N Hollywood","THEFT OF IDENTITY","36","F","H","1987"
"501861","2022-04-25","2022-04-25","Hollenbeck","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","25","F","H","1998"
"501862","2022-03-30","2022-03-30","Devonshire","OTHER MISCELLANEOUS CRIME","38","X","X","1985"
"501863","2022-11-11","2022-11-11","N Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","61","M","O","1962"
"501864","2022-08-12","2022-08-12","Southeast","BATTERY - SIMPLE ASSAULT","24","M","H","1999"
"501865","2022-06-22","2022-06-22","77th Street","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","9","F","H","2014"
"501866","2022-06-02","2022-06-02","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","62","F","W","1961"
"501867","2022-12-19","2022-12-19","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","27","F","W","1996"
"501868","2022-06-13","2022-06-13","Wilshire","BATTERY - SIMPLE ASSAULT","67","F","H","1956"
"501869","2022-05-02","2022-05-02","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","46","F","H","1977"
"501870","2022-11-10","2022-11-10","Central","BRANDISH WEAPON","32","F","B","1991"
"501871","2022-10-07","2022-10-07","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","29","X","W","1994"
"501872","2022-09-06","2022-09-06","Central","BURGLARY FROM VEHICLE","28","F","W","1995"
"501873","2022-03-21","2022-03-21","Southwest","BATTERY - SIMPLE ASSAULT","27","F","B","1996"
"501874","2022-12-28","2022-12-28","Newton","BATTERY - SIMPLE ASSAULT","22","M","H","2001"
"501875","2022-01-29","2022-01-29","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","29","M","F","1994"
"501876","2022-07-28","2022-07-28","N Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","51","F","W","1972"
"501877","2022-08-08","2022-08-08","Mission","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","M","W","1997"
"501878","2022-11-14","2022-11-14","Harbor","VIOLATION OF RESTRAINING ORDER","69","M","H","1954"
"501879","2022-05-24","2022-05-24","Devonshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","43","F","O","1980"
"501880","2022-08-05","2022-08-05","Southeast","BATTERY - SIMPLE ASSAULT","19","F","B","2004"
"501881","2022-10-08","2022-10-08","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","32","M","W","1991"
"501882","2022-02-06","2022-02-06","Southeast","FAILURE TO YIELD","23","F","H","2000"
"501883","2022-10-13","2022-10-13","Northeast","PROWLER","57","F","O","1966"
"501884","2022-12-18","2022-12-18","West Valley","DISTURBING THE PEACE","65","M","W","1958"
"501885","2022-12-06","2022-12-06","Northeast","RAPE, FORCIBLE","34","F","O","1989"
"501886","2022-11-02","2022-11-02","Northeast","BURGLARY FROM VEHICLE","41","M","H","1982"
"501887","2022-04-24","2022-04-24","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","27","F","W","1996"
"501888","2022-05-20","2022-05-20","Central","INTIMATE PARTNER - SIMPLE ASSAULT","30","F","H","1993"
"501889","2022-05-16","2022-05-16","Wilshire","BURGLARY","75","M","O","1948"
"501890","2022-08-11","2022-08-11","Mission","THEFT OF IDENTITY","37","M","F","1986"
"501891","2022-08-15","2022-08-15","West LA","BURGLARY FROM VEHICLE","23","M","H","2000"
"501892","2022-04-04","2022-04-04","West LA","BURGLARY FROM VEHICLE","33","M","H","1990"
"501893","2022-02-23","2022-02-23","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","55","M","W","1968"
"501894","2022-12-30","2022-12-30","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","53","M","O","1970"
"501895","2022-09-02","2022-09-02","Central","THEFT OF IDENTITY","52","M","W","1971"
"501896","2022-02-26","2022-02-26","Rampart","THEFT OF IDENTITY","41","F","H","1982"
"501897","2022-01-14","2022-01-14","77th Street","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","37","F","H","1986"
"501898","2022-02-23","2022-02-23","West Valley","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","38","M","H","1985"
"501899","2022-12-12","2022-12-12","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","37","M","B","1986"
"501900","2022-08-22","2022-08-22","Devonshire","BUNCO, GRAND THEFT","33","F","O","1990"
"501901","2022-09-18","2022-09-18","Harbor","BATTERY - SIMPLE ASSAULT","14","F","H","2009"
"501902","2022-08-22","2022-08-22","West Valley","VIOLATION OF COURT ORDER","40","M","W","1983"
"501903","2022-12-07","2022-12-07","Newton","BURGLARY FROM VEHICLE","42","M","W","1981"
"501904","2022-02-10","2022-02-10","Olympic","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","25","M","A","1998"
"501905","2022-09-16","2022-09-16","Mission","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","60","F","W","1963"
"501906","2022-09-08","2022-09-08","77th Street","RAPE, FORCIBLE","14","F","B","2009"
"501907","2022-09-23","2022-09-23","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","37","F","H","1986"
"501908","2022-04-21","2022-04-21","Pacific","BATTERY - SIMPLE ASSAULT","42","F","B","1981"
"501909","2022-08-25","2022-08-25","Southeast","BURGLARY","44","F","H","1979"
"501910","2022-08-08","2022-08-08","Olympic","CHILD NEGLECT (SEE 300 W.I.C.)","3","M","H","2020"
"501911","2022-06-13","2022-06-13","Southwest","THEFT OF IDENTITY","31","F","B","1992"
"501912","2022-02-01","2022-02-01","Mission","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","55","M","H","1968"
