"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"500252","2022-03-05","2022-03-05","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","39","M","U","1984"
"500253","2022-03-14","2022-03-14","West Valley","BURGLARY","27","F","O","1996"
"500254","2022-03-31","2022-03-31","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","42","F","W","1981"
"500255","2022-11-04","2022-11-04","N Hollywood","CRIMINAL THREATS - NO WEAPON DISPLAYED","32","M","H","1991"
"500256","2022-04-11","2022-04-11","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","F","A","1981"
"500257","2022-08-27","2022-08-27","Topanga","BURGLARY FROM VEHICLE","34","F","O","1989"
"500258","2022-10-01","2022-10-01","Foothill","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","37","F","H","1986"
"500259","2022-12-11","2022-12-11","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","21","M","H","2002"
"500260","2022-08-02","2022-08-02","Harbor","ROBBERY","46","F","H","1977"
"500261","2022-12-09","2022-12-09","West LA","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","M","H","1989"
"500262","2022-08-02","2022-08-02","Topanga","BATTERY - SIMPLE ASSAULT","52","F","O","1971"
"500263","2022-06-01","2022-06-01","77th Street","VIOLATION OF RESTRAINING ORDER","49","F","H","1974"
"500264","2022-06-09","2022-06-09","Van Nuys","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","48","M","H","1975"
"500265","2022-11-08","2022-11-08","West Valley","ROBBERY","42","M","H","1981"
"500266","2022-08-04","2022-08-04","Southwest","BURGLARY","22","X","X","2001"
"500267","2022-03-08","2022-03-08","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","49","M","W","1974"
"500268","2022-04-24","2022-04-24","Olympic","THEFT OF IDENTITY","41","M","H","1982"
"500269","2022-04-15","2022-04-15","77th Street","SEXUAL PENETRATION W/FOREIGN OBJECT","15","F","B","2008"
"500270","2022-04-17","2022-04-17","West LA","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","40","M","H","1983"
"500271","2022-02-04","2022-02-04","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","33","M","W","1990"
"500272","2022-03-06","2022-03-06","Foothill","THEFT OF IDENTITY","32","F","H","1991"
"500273","2022-04-22","2022-04-22","Southeast","INTIMATE PARTNER - SIMPLE ASSAULT","29","F","H","1994"
"500274","2022-08-07","2022-08-07","Southwest","BURGLARY FROM VEHICLE","39","M","H","1984"
"500275","2022-08-13","2022-08-13","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","41","M","H","1982"
"500276","2022-05-31","2022-05-31","Hollenbeck","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","53","M","H","1970"
"500277","2022-04-07","2022-04-07","Pacific","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","11","M","O","2012"
"500278","2022-11-04","2022-11-04","N Hollywood","BURGLARY FROM VEHICLE","28","M","O","1995"
"500279","2022-11-22","2022-11-22","Topanga","BURGLARY FROM VEHICLE","36","F","H","1987"
"500280","2022-07-30","2022-07-30","Van Nuys","ROBBERY","54","F","W","1969"
"500281","2022-06-27","2022-06-27","Mission","ROBBERY","25","M","H","1998"
"500282","2022-06-01","2022-06-01","Newton","CRIMINAL THREATS - NO WEAPON DISPLAYED","57","M","H","1966"
"500283","2022-08-13","2022-08-13","Central","BURGLARY FROM VEHICLE","36","M","W","1987"
"500284","2022-09-07","2022-09-07","N Hollywood","BATTERY - SIMPLE ASSAULT","51","F","H","1972"
"500285","2022-03-12","2022-03-12","Wilshire","BATTERY - SIMPLE ASSAULT","29","M","H","1994"
"500286","2022-07-04","2022-07-04","Central","BATTERY - SIMPLE ASSAULT","45","M","W","1978"
"500287","2022-02-26","2022-02-26","Southwest","BURGLARY","22","X","X","2001"
"500288","2022-12-15","2022-12-15","Central","BURGLARY","42","F","B","1981"
"500289","2022-12-01","2022-12-01","Topanga","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","35","M","X","1988"
"500290","2022-04-08","2022-04-08","West LA","BURGLARY FROM VEHICLE","29","F","C","1994"
"500291","2022-06-07","2022-06-07","Van Nuys","INTIMATE PARTNER - AGGRAVATED ASSAULT","34","F","H","1989"
"500292","2022-10-13","2022-10-13","Southwest","THEFT OF IDENTITY","32","F","H","1991"
"500293","2022-05-13","2022-05-13","West LA","BURGLARY","33","M","W","1990"
"500294","2022-03-29","2022-03-29","Southeast","THEFT PLAIN - PETTY ($950 & UNDER)","28","F","H","1995"
"500295","2022-02-12","2022-02-12","77th Street","BURGLARY FROM VEHICLE, ATTEMPTED","57","F","B","1966"
"500296","2022-09-23","2022-09-23","Newton","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","23","F","H","2000"
"500297","2022-01-13","2022-01-13","Harbor","BATTERY - SIMPLE ASSAULT","35","F","B","1988"
"500298","2022-11-24","2022-11-24","Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","34","F","O","1989"
"500299","2022-03-22","2022-03-22","Newton","BATTERY - SIMPLE ASSAULT","50","M","H","1973"
"500300","2022-08-30","2022-08-30","Central","THEFT PLAIN - PETTY ($950 & UNDER)","24","F","W","1999"
"500301","2022-10-22","2022-10-22","Mission","BURGLARY FROM VEHICLE","34","M","B","1989"
"500302","2022-07-27","2022-07-27","Topanga","BATTERY - SIMPLE ASSAULT","35","M","B","1988"
"500303","2023-01-19","2023-01-19","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","22","F","H","2001"
"500304","2022-01-25","2022-01-25","Southeast","SHOTS FIRED AT INHABITED DWELLING","21","F","H","2002"
"500305","2022-06-30","2022-06-30","77th Street","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","60","M","B","1963"
"500306","2022-03-31","2022-03-31","Central","BURGLARY FROM VEHICLE","32","M","B","1991"
"500307","2022-08-13","2022-08-13","West LA","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","24","F","W","1999"
"500308","2022-08-27","2022-08-27","Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)","38","F","W","1985"
"500309","2022-09-29","2022-09-29","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","21","F","H","2002"
"500310","2022-10-14","2022-10-14","Harbor","VIOLATION OF COURT ORDER","68","F","A","1955"
"500311","2022-12-23","2022-12-23","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","F","H","1993"
"500312","2022-11-13","2022-11-13","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","47","M","H","1976"
"500313","2022-12-06","2022-12-06","Van Nuys","BURGLARY FROM VEHICLE","46","F","W","1977"
"500314","2022-12-19","2022-12-19","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","33","F","H","1990"
"500315","2022-09-17","2022-09-17","West Valley","TRESPASSING","29","F","W","1994"
"500316","2022-07-22","2022-07-22","Harbor","THEFT PLAIN - PETTY ($950 & UNDER)","48","M","W","1975"
"500317","2022-08-12","2022-08-12","Foothill","CONTEMPT OF COURT","45","F","H","1978"
"500318","2022-11-25","2022-11-25","Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","25","M","B","1998"
"500319","2022-12-15","2022-12-15","Harbor","BATTERY - SIMPLE ASSAULT","61","F","X","1962"
"500320","2022-04-21","2022-04-21","Devonshire","BURGLARY FROM VEHICLE","38","F","H","1985"
"500321","2022-11-28","2022-11-28","West Valley","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","M","W","1981"
"500322","2022-02-22","2022-02-22","Harbor","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","62","M","H","1961"
"500323","2022-05-22","2022-05-22","Harbor","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","29","F","H","1994"
"500324","2022-09-25","2022-09-25","Southwest","THEFT OF IDENTITY","42","F","H","1981"
"500325","2022-12-02","2022-12-02","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","23","M","W","2000"
"500326","2022-04-14","2022-04-14","Southeast","THEFT OF IDENTITY","44","F","H","1979"
"500327","2022-05-15","2022-05-15","Central","THEFT, PERSON","30","M","W","1993"
"500328","2022-03-12","2022-03-12","Northeast","THEFT OF IDENTITY","31","F","F","1992"
"500329","2022-06-06","2022-06-06","Topanga","THEFT OF IDENTITY","32","F","H","1991"
"500330","2022-01-16","2022-01-16","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","47","M","O","1976"
"500331","2022-04-12","2022-04-12","77th Street","CRIMINAL THREATS - NO WEAPON DISPLAYED","70","M","B","1953"
"500332","2022-08-18","2022-08-18","Wilshire","BATTERY - SIMPLE ASSAULT","53","F","H","1970"
"500333","2022-07-29","2022-07-29","Hollenbeck","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","55","F","H","1968"
"500334","2022-09-01","2022-09-01","Southeast","THEFT OF IDENTITY","30","F","H","1993"
"500335","2022-01-31","2022-01-31","Wilshire","BATTERY - SIMPLE ASSAULT","22","F","H","2001"
"500336","2022-03-12","2022-03-12","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","25","F","K","1998"
"500337","2022-03-19","2022-03-19","Northeast","BURGLARY FROM VEHICLE","27","F","W","1996"
"500338","2022-07-23","2022-07-23","West LA","BURGLARY FROM VEHICLE","29","M","H","1994"
"500339","2022-03-04","2022-03-04","Southwest","BATTERY - SIMPLE ASSAULT","37","F","W","1986"
"500340","2022-04-01","2022-04-01","Central","THEFT PLAIN - PETTY ($950 & UNDER)","50","F","J","1973"
"500341","2022-01-15","2022-01-15","Olympic","CRIMINAL THREATS - NO WEAPON DISPLAYED","54","M","H","1969"
"500342","2022-09-19","2022-09-19","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","50","F","W","1973"
"500343","2022-10-21","2022-10-21","Southwest","THEFT OF IDENTITY","31","F","H","1992"
"500344","2022-07-01","2022-07-01","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","52","M","W","1971"
"500345","2022-12-05","2022-12-05","Central","BURGLARY FROM VEHICLE","32","M","H","1991"
"500346","2022-04-26","2022-04-26","Pacific","THEFT OF IDENTITY","59","M","W","1964"
"500347","2022-10-23","2022-10-23","Southeast","THEFT OF IDENTITY","25","F","B","1998"
"500348","2022-11-01","2022-11-01","Southeast","THEFT OF IDENTITY","30","F","H","1993"
"500349","2022-03-26","2022-03-26","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","76","F","B","1947"
"500350","2022-12-12","2022-12-12","Foothill","THEFT OF IDENTITY","34","F","H","1989"
"500351","2022-12-24","2022-12-24","Central","BATTERY - SIMPLE ASSAULT","39","M","B","1984"
"500352","2022-12-06","2022-12-06","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","41","M","H","1982"
"500353","2022-05-19","2022-05-19","Olympic","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","F","B","2000"
"500354","2022-01-31","2022-01-31","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","43","F","W","1980"
"500355","2022-02-05","2022-02-05","Harbor","INTIMATE PARTNER - AGGRAVATED ASSAULT","32","F","B","1991"
"500356","2022-12-31","2022-12-31","West LA","BATTERY - SIMPLE ASSAULT","32","M","H","1991"
"500357","2022-09-22","2022-09-22","Central","BURGLARY FROM VEHICLE","52","F","B","1971"
"500358","2022-10-08","2022-10-08","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","53","M","B","1970"
"500359","2022-10-02","2022-10-02","Foothill","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","80","M","O","1943"
"500360","2022-07-27","2022-07-27","Mission","INTIMATE PARTNER - SIMPLE ASSAULT","57","M","H","1966"
"500361","2022-06-01","2022-06-01","N Hollywood","EXTORTION","37","M","H","1986"
"500362","2022-06-28","2022-06-28","Mission","BATTERY - SIMPLE ASSAULT","57","M","H","1966"
"500363","2022-12-26","2022-12-26","Olympic","BATTERY - SIMPLE ASSAULT","38","M","B","1985"
"500364","2022-08-03","2022-08-03","West Valley","BATTERY - SIMPLE ASSAULT","70","F","W","1953"
"500365","2022-06-21","2022-06-21","Southeast","THEFT OF IDENTITY","26","F","H","1997"
"500366","2022-05-08","2022-05-08","Southwest","ROBBERY","22","X","X","2001"
"500367","2022-11-12","2022-11-12","Southeast","THEFT OF IDENTITY","48","F","B","1975"
"500368","2022-03-30","2022-03-30","Northeast","THEFT PLAIN - PETTY ($950 & UNDER)","34","F","W","1989"
"500369","2022-05-22","2022-05-22","Devonshire","TRESPASSING","35","M","O","1988"
"500370","2022-02-18","2022-02-18","Foothill","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","59","F","H","1964"
"500371","2022-08-07","2022-08-07","Northeast","BURGLARY FROM VEHICLE","40","F","W","1983"
"500372","2022-03-12","2022-03-12","Harbor","THEFT PLAIN - PETTY ($950 & UNDER)","21","F","H","2002"
"500373","2022-07-13","2022-07-13","77th Street","ROBBERY","55","M","O","1968"
"500374","2022-07-25","2022-07-25","Van Nuys","BURGLARY","35","F","H","1988"
"500375","2022-10-04","2022-10-04","Central","BURGLARY FROM VEHICLE","38","M","A","1985"
"500376","2022-01-17","2022-01-17","Central","BURGLARY FROM VEHICLE","62","M","W","1961"
"500377","2022-03-11","2022-03-11","Hollenbeck","BURGLARY FROM VEHICLE","51","F","O","1972"
"500378","2022-09-27","2022-09-27","Central","INTIMATE PARTNER - SIMPLE ASSAULT","23","F","H","2000"
"500379","2022-03-01","2022-03-01","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","66","M","B","1957"
"500380","2022-08-03","2022-08-03","N Hollywood","BURGLARY FROM VEHICLE","27","M","O","1996"
"500381","2022-04-17","2022-04-17","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","18","F","A","2005"
"500382","2022-07-04","2022-07-04","Rampart","BATTERY - SIMPLE ASSAULT","28","F","B","1995"
"500383","2022-12-12","2022-12-12","Mission","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","32","M","H","1991"
"500384","2022-06-23","2022-06-23","Southwest","BURGLARY","35","F","B","1988"
"500385","2022-07-14","2022-07-14","Newton","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","59","F","H","1964"
"500386","2022-11-01","2022-11-01","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","30","M","W","1993"
"500387","2022-09-16","2022-09-16","West Valley","INTIMATE PARTNER - AGGRAVATED ASSAULT","31","M","H","1992"
"500388","2022-04-26","2022-04-26","Topanga","CRIMINAL THREATS - NO WEAPON DISPLAYED","57","F","H","1966"
"500389","2022-10-21","2022-10-21","Topanga","BURGLARY","38","M","H","1985"
"500390","2022-08-10","2022-08-10","Hollenbeck","THEFT OF IDENTITY","31","M","O","1992"
"500391","2022-07-06","2022-07-06","West LA","BATTERY - SIMPLE ASSAULT","19","F","B","2004"
"500392","2022-08-20","2022-08-20","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","42","F","O","1981"
"500393","2022-07-28","2022-07-28","Foothill","VIOLATION OF COURT ORDER","50","F","H","1973"
"500394","2022-05-01","2022-05-01","Rampart","CRIMINAL THREATS - NO WEAPON DISPLAYED","18","F","B","2005"
"500395","2022-11-05","2022-11-05","N Hollywood","BATTERY - SIMPLE ASSAULT","65","M","O","1958"
"500396","2022-08-10","2022-08-10","Devonshire","BURGLARY","25","M","H","1998"
"500397","2022-12-01","2022-12-01","Topanga","BURGLARY","66","M","W","1957"
"500398","2022-12-24","2022-12-24","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","25","M","W","1998"
"500399","2022-05-14","2022-05-14","Van Nuys","BUNCO, PETTY THEFT","80","F","H","1943"
"500400","2022-05-12","2022-05-12","77th Street","CRIMINAL THREATS - NO WEAPON DISPLAYED","40","M","X","1983"
"500401","2022-08-25","2022-08-25","Pacific","BURGLARY, ATTEMPTED","57","F","W","1966"
"500402","2022-01-21","2022-01-21","Newton","BURGLARY FROM VEHICLE","28","M","B","1995"
"500403","2022-09-09","2022-09-09","Wilshire","TRESPASSING","33","F","B","1990"
"500404","2022-03-26","2022-03-26","Pacific","THEFT OF IDENTITY","24","F","B","1999"
"500405","2022-01-30","2022-01-30","Southeast","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","30","M","B","1993"
"500406","2022-09-21","2022-09-21","Hollenbeck","THEFT OF IDENTITY","64","F","H","1959"
"500407","2022-04-19","2022-04-19","West LA","BURGLARY","77","M","O","1946"
"500408","2022-05-26","2022-05-26","Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)","28","M","H","1995"
"500409","2022-11-23","2022-11-23","Rampart","THEFT PLAIN - PETTY ($950 & UNDER)","67","M","W","1956"
"500410","2022-01-05","2022-01-05","N Hollywood","BURGLARY","53","M","W","1970"
"500411","2022-09-29","2022-09-29","Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","55","M","W","1968"
"500412","2022-11-23","2022-11-23","Hollywood","BRANDISH WEAPON","63","M","B","1960"
"500413","2022-05-13","2022-05-13","Hollywood","BATTERY - SIMPLE ASSAULT","29","F","B","1994"
"500414","2022-06-11","2022-06-11","Southeast","BRANDISH WEAPON","61","F","B","1962"
"500415","2022-11-15","2022-11-15","Mission","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","24","M","H","1999"
"500416","2022-09-15","2022-09-15","Harbor","BATTERY - SIMPLE ASSAULT","68","F","H","1955"
"500417","2022-03-03","2022-03-03","Wilshire","THEFT OF IDENTITY","52","F","W","1971"
"500418","2023-01-20","2023-01-20","77th Street","BATTERY - SIMPLE ASSAULT","52","M","H","1971"
"500419","2022-01-05","2022-01-05","Pacific","TRESPASSING","61","F","W","1962"
"500420","2022-06-19","2022-06-19","West Valley","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","64","F","B","1959"
"500421","2022-11-16","2022-11-16","Topanga","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","F","W","1981"
"500422","2022-09-20","2022-09-20","Foothill","THEFT OF IDENTITY","31","F","H","1992"
"500423","2022-05-29","2022-05-29","Southwest","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"500424","2022-12-23","2022-12-23","N Hollywood","THEFT OF IDENTITY","52","F","H","1971"
"500425","2022-03-29","2022-03-29","77th Street","THEFT OF IDENTITY","34","F","W","1989"
"500426","2022-06-14","2022-06-14","Northeast","TRESPASSING","41","F","O","1982"
"500427","2022-01-18","2022-01-18","Hollywood","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","32","F","B","1991"
"500428","2022-09-14","2022-09-14","Olympic","BURGLARY FROM VEHICLE","57","M","A","1966"
"500429","2022-06-11","2022-06-11","Pacific","BURGLARY FROM VEHICLE","41","M","W","1982"
"500430","2022-02-14","2022-02-14","Olympic","BURGLARY","57","F","H","1966"
"500431","2022-11-23","2022-11-23","Foothill","THEFT OF IDENTITY","31","F","H","1992"
"500432","2022-05-01","2022-05-01","Van Nuys","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","21","M","H","2002"
"500433","2022-08-03","2022-08-03","Devonshire","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","49","F","W","1974"
"500434","2022-07-12","2022-07-12","Hollenbeck","BURGLARY FROM VEHICLE","40","M","F","1983"
"500435","2022-10-21","2022-10-21","Central","BATTERY - SIMPLE ASSAULT","73","M","B","1950"
"500436","2022-02-06","2022-02-06","West LA","TRESPASSING","79","M","W","1944"
"500437","2022-08-10","2022-08-10","Van Nuys","DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER","56","M","H","1967"
"500438","2022-07-18","2022-07-18","Mission","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","H","1993"
"500439","2022-06-14","2022-06-14","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","22","X","X","2001"
"500440","2022-04-27","2022-04-27","77th Street","CONTEMPT OF COURT","49","F","H","1974"
"500441","2022-04-18","2022-04-18","Rampart","INTIMATE PARTNER - AGGRAVATED ASSAULT","34","F","W","1989"
"500442","2022-05-04","2022-05-04","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","25","M","H","1998"
"500443","2022-11-07","2022-11-07","Central","BURGLARY FROM VEHICLE","67","F","B","1956"
"500444","2022-11-11","2022-11-11","Hollenbeck","THEFT PLAIN - PETTY ($950 & UNDER)","45","M","B","1978"
"500445","2022-07-25","2022-07-25","Devonshire","THEFT OF IDENTITY","38","F","B","1985"
"500446","2022-09-26","2022-09-26","West Valley","THEFT OF IDENTITY","36","F","H","1987"
"500447","2022-04-05","2022-04-05","Newton","THEFT OF IDENTITY","33","F","H","1990"
"500448","2022-08-20","2022-08-20","Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","40","M","H","1983"
"500449","2022-09-01","2022-09-01","Olympic","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","51","F","A","1972"
"500450","2022-08-02","2022-08-02","Olympic","CRIMINAL THREATS - NO WEAPON DISPLAYED","47","M","B","1976"
"500451","2022-04-19","2022-04-19","N Hollywood","SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH","18","M","H","2005"
"500452","2022-06-01","2022-06-01","Newton","THEFT OF IDENTITY","49","M","B","1974"
"500453","2022-08-10","2022-08-10","N Hollywood","BURGLARY FROM VEHICLE","33","M","Z","1990"
"500454","2022-11-20","2022-11-20","Mission","THEFT OF IDENTITY","27","F","H","1996"
"500455","2022-10-30","2022-10-30","Foothill","INTIMATE PARTNER - SIMPLE ASSAULT","51","F","H","1972"
"500456","2022-06-03","2022-06-03","Harbor","VIOLATION OF RESTRAINING ORDER","31","F","H","1992"
